figure_id,aggregation_scale,aggregation_unit,curve_type,mechanism,alpha_clock,alpha_response,alpha_sum,clock_characteristic_time,response_characteristic_time,normalized_correlation,software_version
F3,0.2712272579332027,clock characteristic time,analytic_fractional,coupling,1.0,1.0,2.0,1.0,1.0,0.12414114878298577,1.0.0
F3,0.2818382931264455,clock characteristic time,analytic_fractional,coupling,1.0,1.0,2.0,1.0,1.0,0.12856293713407485,1.0.0
F3,0.29286445646252374,clock characteristic time,analytic_fractional,coupling,1.0,1.0,2.0,1.0,1.0,0.1331254839318743,1.0.0
F3,0.3043219887107722,clock characteristic time,analytic_fractional,coupling,1.0,1.0,2.0,1.0,1.0,0.13783200719520272,1.0.0
F3,0.31622776601683794,clock characteristic time,analytic_fractional,coupling,1.0,1.0,2.0,1.0,1.0,0.14268569991561086,1.0.0
F3,0.3285993247600654,clock characteristic time,analytic_fractional,coupling,1.0,1.0,2.0,1.0,1.0,0.1476897204663249,1.0.0
F3,0.34145488738336005,clock characteristic time,analytic_fractional,coupling,1.0,1.0,2.0,1.0,1.0,0.1528471823011468,1.0.0
F3,0.3548133892335753,clock characteristic time,analytic_fractional,coupling,1.0,1.0,2.0,1.0,1.0,0.15816114292204042,1.0.0
F3,0.36869450645195734,clock characteristic time,analytic_fractional,coupling,1.0,1.0,2.0,1.0,1.0,0.16363459209650233,1.0.0
F3,0.38311868495572887,clock characteristic time,analytic_fractional,coupling,1.0,1.0,2.0,1.0,1.0,0.1692704393086566,1.0.0
F3,0.3981071705534973,clock characteristic time,analytic_fractional,coupling,1.0,1.0,2.0,1.0,1.0,0.17507150043139486,1.0.0
F3,0.4136820402388507,clock characteristic time,analytic_fractional,coupling,1.0,1.0,2.0,1.0,1.0,0.1810404836108418,1.0.0
F3,0.42986623470822766,clock characteristic time,analytic_fractional,coupling,1.0,1.0,2.0,1.0,1.0,0.18717997435900813,1.0.0
F3,0.44668359215096304,clock characteristic time,analytic_fractional,coupling,1.0,1.0,2.0,1.0,1.0,0.19349241985574972,1.0.0
F3,0.46415888336127775,clock characteristic time,analytic_fractional,coupling,1.0,1.0,2.0,1.0,1.0,0.19998011246712266,1.0.0
F3,0.4823178482239304,clock characteristic time,analytic_fractional,coupling,1.0,1.0,2.0,1.0,1.0,0.20664517249395264,1.0.0
F3,0.5011872336272725,clock characteristic time,analytic_fractional,coupling,1.0,1.0,2.0,1.0,1.0,0.2134895301719668,1.0.0
F3,0.5207948328595465,clock characteristic time,analytic_fractional,coupling,1.0,1.0,2.0,1.0,1.0,0.2205149069531953,1.0.0
F3,0.5411695265464638,clock characteristic time,analytic_fractional,coupling,1.0,1.0,2.0,1.0,1.0,0.2277227961075753,1.0.0
F3,0.5623413251903491,clock characteristic time,analytic_fractional,coupling,1.0,1.0,2.0,1.0,1.0,0.23511444269379167,1.0.0
F3,0.5843414133735175,clock characteristic time,analytic_fractional,coupling,1.0,1.0,2.0,1.0,1.0,0.24269082295939237,1.0.0
F3,0.6072021956909883,clock characteristic time,analytic_fractional,coupling,1.0,1.0,2.0,1.0,1.0,0.2504526232421074,1.0.0
F3,0.630957344480193,clock characteristic time,analytic_fractional,coupling,1.0,1.0,2.0,1.0,1.0,0.2584002184570767,1.0.0
F3,0.6556418494179785,clock characteristic time,analytic_fractional,coupling,1.0,1.0,2.0,1.0,1.0,0.26653365026831377,1.0.0
F3,0.6812920690579615,clock characteristic time,analytic_fractional,coupling,1.0,1.0,2.0,1.0,1.0,0.2748526050571577,1.0.0
F3,0.707945784384138,clock characteristic time,analytic_fractional,coupling,1.0,1.0,2.0,1.0,1.0,0.2833563918156188,1.0.0
F3,0.7356422544596414,clock characteristic time,analytic_fractional,coupling,1.0,1.0,2.0,1.0,1.0,0.29204392010831304,1.0.0
F3,0.7644222742526002,clock characteristic time,analytic_fractional,coupling,1.0,1.0,2.0,1.0,1.0,0.3009136782629733,1.0.0
F3,0.7943282347242814,clock characteristic time,analytic_fractional,coupling,1.0,1.0,2.0,1.0,1.0,0.30996371196619477,1.0.0
F3,0.8254041852680182,clock characteristic time,analytic_fractional,coupling,1.0,1.0,2.0,1.0,1.0,0.31919160345788833,1.0.0
F3,0.8576958985908937,clock characteristic time,analytic_fractional,coupling,1.0,1.0,2.0,1.0,1.0,0.32859445153471123,1.0.0
F3,0.8912509381337459,clock characteristic time,analytic_fractional,coupling,1.0,1.0,2.0,1.0,1.0,0.33816885258920926,1.0.0
F3,0.9261187281287937,clock characteristic time,analytic_fractional,coupling,1.0,1.0,2.0,1.0,1.0,0.34791088292728034,1.0.0
F3,0.9623506263980888,clock characteristic time,analytic_fractional,coupling,1.0,1.0,2.0,1.0,1.0,0.3578160826215001,1.0.0
F3,1.0,clock characteristic time,analytic_fractional,coupling,1.0,1.0,2.0,1.0,1.0,0.36787944117144233,1.0.0
F3,1.0391223038351691,clock characteristic time,analytic_fractional,coupling,1.0,1.0,2.0,1.0,1.0,0.3780953852540082,1.0.0
F3,1.0797751623277094,clock characteristic time,analytic_fractional,coupling,1.0,1.0,2.0,1.0,1.0,0.3884577688564296,1.0.0
F3,1.122018454301963,clock characteristic time,analytic_fractional,coupling,1.0,1.0,2.0,1.0,1.0,0.39895986609159884,1.0.0
F3,1.165914401179831,clock characteristic time,analytic_fractional,coupling,1.0,1.0,2.0,1.0,1.0,0.4095943669991394,1.0.0
F3,1.2115276586285888,clock characteristic time,analytic_fractional,coupling,1.0,1.0,2.0,1.0,1.0,0.4203533766356461,1.0.0
F3,1.2589254117941675,clock characteristic time,analytic_fractional,coupling,1.0,1.0,2.0,1.0,1.0,0.43122841775322707,1.0.0
F3,1.3081774742601942,clock characteristic time,analytic_fractional,coupling,1.0,1.0,2.0,1.0,1.0,0.4422104373563124,1.0.0
F3,1.3593563908785256,clock characteristic time,analytic_fractional,coupling,1.0,1.0,2.0,1.0,1.0,0.4532898174121037,1.0.0
F3,1.412537544622754,clock characteristic time,analytic_fractional,coupling,1.0,1.0,2.0,1.0,1.0,0.46445638996952343,1.0.0
F3,1.467799267622069,clock characteristic time,analytic_fractional,coupling,1.0,1.0,2.0,1.0,1.0,0.4756994569145738,1.0.0
F3,1.5252229565390183,clock characteristic time,analytic_fractional,coupling,1.0,1.0,2.0,1.0,1.0,0.48700781455627185,1.0.0
F3,1.584893192461114,clock characteristic time,analytic_fractional,coupling,1.0,1.0,2.0,1.0,1.0,0.49836978319642977,1.0.0
F3,1.6468978654828688,clock characteristic time,analytic_fractional,coupling,1.0,1.0,2.0,1.0,1.0,0.5097732417883298,1.0.0
F3,1.711328304161781,clock characteristic time,analytic_fractional,coupling,1.0,1.0,2.0,1.0,1.0,0.5212056677337433,1.0.0
F3,1.7782794100389228,clock characteristic time,analytic_fractional,coupling,1.0,1.0,2.0,1.0,1.0,0.5326541818048476,1.0.0
F3,1.8478497974222907,clock characteristic time,analytic_fractional,coupling,1.0,1.0,2.0,1.0,1.0,0.5441055981077746,1.0.0
F3,1.920141938638801,clock characteristic time,analytic_fractional,coupling,1.0,1.0,2.0,1.0,1.0,0.5555464789282512,1.0.0
F3,1.9952623149688788,clock characteristic time,analytic_fractional,coupling,1.0,1.0,2.0,1.0,1.0,0.5669631942178966,1.0.0
F3,2.073321573485954,clock characteristic time,analytic_fractional,coupling,1.0,1.0,2.0,1.0,1.0,0.5783419853932551,1.0.0
F3,2.1544346900318843,clock characteristic time,analytic_fractional,coupling,1.0,1.0,2.0,1.0,1.0,0.5896690330298868,1.0.0
F3,2.23872113856834,clock characteristic time,analytic_fractional,coupling,1.0,1.0,2.0,1.0,1.0,0.6009305279424364,1.0.0
F3,2.3263050671536263,clock characteristic time,analytic_fractional,coupling,1.0,1.0,2.0,1.0,1.0,0.6121127450504413,1.0.0
F3,2.4173154808041035,clock characteristic time,analytic_fractional,coupling,1.0,1.0,2.0,1.0,1.0,0.6232021193408614,1.0.0
F3,2.5118864315095797,clock characteristic time,analytic_fractional,coupling,1.0,1.0,2.0,1.0,1.0,0.6341853231543388,1.0.0
F3,2.610157215682536,clock characteristic time,analytic_fractional,coupling,1.0,1.0,2.0,1.0,1.0,0.645049343945574,1.0.0
F3,2.712272579332027,clock characteristic time,analytic_fractional,coupling,1.0,1.0,2.0,1.0,1.0,0.6557815616016739,1.0.0
F3,2.818382931264452,clock characteristic time,analytic_fractional,coupling,1.0,1.0,2.0,1.0,1.0,0.6663698243486582,1.0.0
F3,2.9286445646252375,clock characteristic time,analytic_fractional,coupling,1.0,1.0,2.0,1.0,1.0,0.6768025222382381,1.0.0
F3,3.043219887107722,clock characteristic time,analytic_fractional,coupling,1.0,1.0,2.0,1.0,1.0,0.6870686571871245,1.0.0
F3,3.1622776601683795,clock characteristic time,analytic_fractional,coupling,1.0,1.0,2.0,1.0,1.0,0.6971579085418442,1.0.0
F3,3.285993247600654,clock characteristic time,analytic_fractional,coupling,1.0,1.0,2.0,1.0,1.0,0.7070606931652865,1.0.0
F3,3.4145488738336005,clock characteristic time,analytic_fractional,coupling,1.0,1.0,2.0,1.0,1.0,0.7167682190885006,1.0.0
F3,3.5481338923357533,clock characteristic time,analytic_fractional,coupling,1.0,1.0,2.0,1.0,1.0,0.7262725318434003,1.0.0
F3,3.6869450645195734,clock characteristic time,analytic_fractional,coupling,1.0,1.0,2.0,1.0,1.0,0.7355665526891383,1.0.0
F3,3.831186849557289,clock characteristic time,analytic_fractional,coupling,1.0,1.0,2.0,1.0,1.0,0.7446441080662156,1.0.0
F3,3.981071705534973,clock characteristic time,analytic_fractional,coupling,1.0,1.0,2.0,1.0,1.0,0.7534999497562151,1.0.0
F3,4.136820402388507,clock characteristic time,analytic_fractional,coupling,1.0,1.0,2.0,1.0,1.0,0.7621297653887517,1.0.0
F3,4.298662347082277,clock characteristic time,analytic_fractional,coupling,1.0,1.0,2.0,1.0,1.0,0.7705301791171976,1.0.0
F3,4.46683592150963,clock characteristic time,analytic_fractional,coupling,1.0,1.0,2.0,1.0,1.0,0.7786987424764674,1.0.0
F3,4.6415888336127775,clock characteristic time,analytic_fractional,coupling,1.0,1.0,2.0,1.0,1.0,0.7866339156342774,1.0.0
F3,4.823178482239304,clock characteristic time,analytic_fractional,coupling,1.0,1.0,2.0,1.0,1.0,0.7943350394458598,1.0.0
F3,5.011872336272719,clock characteristic time,analytic_fractional,coupling,1.0,1.0,2.0,1.0,1.0,0.8018022989146794,1.0.0
F3,5.207948328595465,clock characteristic time,analytic_fractional,coupling,1.0,1.0,2.0,1.0,1.0,0.8090366788416429,1.0.0
F3,5.411695265464638,clock characteristic time,analytic_fractional,coupling,1.0,1.0,2.0,1.0,1.0,0.8160399126061197,1.0.0
F3,5.62341325190349,clock characteristic time,analytic_fractional,coupling,1.0,1.0,2.0,1.0,1.0,0.8228144251577327,1.0.0
F3,5.843414133735175,clock characteristic time,analytic_fractional,coupling,1.0,1.0,2.0,1.0,1.0,0.8293632714030041,1.0.0
F3,6.072021956909884,clock characteristic time,analytic_fractional,coupling,1.0,1.0,2.0,1.0,1.0,0.835690071241349,1.0.0
F3,6.30957344480193,clock characteristic time,analytic_fractional,coupling,1.0,1.0,2.0,1.0,1.0,0.8417989425376793,1.0.0
F3,6.556418494179785,clock characteristic time,analytic_fractional,coupling,1.0,1.0,2.0,1.0,1.0,0.8476944333127259,1.0.0
F3,6.812920690579615,clock characteristic time,analytic_fractional,coupling,1.0,1.0,2.0,1.0,1.0,0.8533814543874902,1.0.0
F3,7.07945784384138,clock characteristic time,analytic_fractional,coupling,1.0,1.0,2.0,1.0,1.0,0.8588652136371452,1.0.0
F3,7.3564225445964135,clock characteristic time,analytic_fractional,coupling,1.0,1.0,2.0,1.0,1.0,0.864151152896055,1.0.0
F3,7.644222742526002,clock characteristic time,analytic_fractional,coupling,1.0,1.0,2.0,1.0,1.0,0.8692448884147148,1.0.0
F3,7.943282347242813,clock characteristic time,analytic_fractional,coupling,1.0,1.0,2.0,1.0,1.0,0.8741521556079044,1.0.0
F3,8.254041852680182,clock characteristic time,analytic_fractional,coupling,1.0,1.0,2.0,1.0,1.0,0.8788787586586432,1.0.0
F3,8.576958985908938,clock characteristic time,analytic_fractional,coupling,1.0,1.0,2.0,1.0,1.0,0.8834305253624954,1.0.0
F3,8.91250938133745,clock characteristic time,analytic_fractional,coupling,1.0,1.0,2.0,1.0,1.0,0.887813267419244,1.0.0
F3,9.261187281287937,clock characteristic time,analytic_fractional,coupling,1.0,1.0,2.0,1.0,1.0,0.8920327462112507,1.0.0
F3,9.623506263980888,clock characteristic time,analytic_fractional,coupling,1.0,1.0,2.0,1.0,1.0,0.8960946439563474,1.0.0
F3,10.0,clock characteristic time,analytic_fractional,coupling,1.0,1.0,2.0,1.0,1.0,0.9000045399929762,1.0.0
F3,10.39122303835169,clock characteristic time,analytic_fractional,coupling,1.0,1.0,2.0,1.0,1.0,0.9037678918500767,1.0.0
F3,10.797751623277094,clock characteristic time,analytic_fractional,coupling,1.0,1.0,2.0,1.0,1.0,0.9073900206758295,1.0.0
F3,11.220184543019629,clock characteristic time,analytic_fractional,coupling,1.0,1.0,2.0,1.0,1.0,0.910876100548047,1.0.0
F3,11.659144011798311,clock characteristic time,analytic_fractional,coupling,1.0,1.0,2.0,1.0,1.0,0.9142311511634624,1.0.0
F3,12.115276586285876,clock characteristic time,analytic_fractional,coupling,1.0,1.0,2.0,1.0,1.0,0.9174600334008327,1.0.0
F3,12.589254117941662,clock characteristic time,analytic_fractional,coupling,1.0,1.0,2.0,1.0,1.0,0.9205674472700534,1.0.0
F3,13.081774742601928,clock characteristic time,analytic_fractional,coupling,1.0,1.0,2.0,1.0,1.0,0.9235579317922211,1.0.0
F3,13.593563908785242,clock characteristic time,analytic_fractional,coupling,1.0,1.0,2.0,1.0,1.0,0.926435866399322,1.0.0
F3,14.125375446227554,clock characteristic time,analytic_fractional,coupling,1.0,1.0,2.0,1.0,1.0,0.9292054734926704,1.0.0
F3,14.677992676220706,clock characteristic time,analytic_fractional,coupling,1.0,1.0,2.0,1.0,1.0,0.931870821852431,1.0.0
F3,15.252229565390198,clock characteristic time,analytic_fractional,coupling,1.0,1.0,2.0,1.0,1.0,0.9344358306432281,1.0.0
F3,15.848931924611142,clock characteristic time,analytic_fractional,coupling,1.0,1.0,2.0,1.0,1.0,0.9369042738103884,1.0.0
F3,16.46897865482869,clock characteristic time,analytic_fractional,coupling,1.0,1.0,2.0,1.0,1.0,0.9392797847060061,1.0.0
F3,17.11328304161781,clock characteristic time,analytic_fractional,coupling,1.0,1.0,2.0,1.0,1.0,0.9415658608226907,1.0.0
F3,17.78279410038923,clock characteristic time,analytic_fractional,coupling,1.0,1.0,2.0,1.0,1.0,0.9437658685451832,1.0.0
F3,18.478497974222908,clock characteristic time,analytic_fractional,coupling,1.0,1.0,2.0,1.0,1.0,0.9458830478561215,1.0.0
F3,19.20141938638801,clock characteristic time,analytic_fractional,coupling,1.0,1.0,2.0,1.0,1.0,0.9479205169526046,1.0.0
F3,19.952623149688787,clock characteristic time,analytic_fractional,coupling,1.0,1.0,2.0,1.0,1.0,0.9498812767455871,1.0.0
F3,20.73321573485954,clock characteristic time,analytic_fractional,coupling,1.0,1.0,2.0,1.0,1.0,0.9517682152253611,1.0.0
F3,21.54434690031882,clock characteristic time,analytic_fractional,coupling,1.0,1.0,2.0,1.0,1.0,0.9535841116842931,1.0.0
F3,22.38721138568338,clock characteristic time,analytic_fractional,coupling,1.0,1.0,2.0,1.0,1.0,0.9553316407933634,1.0.0
F3,23.263050671536238,clock characteristic time,analytic_fractional,coupling,1.0,1.0,2.0,1.0,1.0,0.9570133765325681,1.0.0
F3,24.173154808041012,clock characteristic time,analytic_fractional,coupling,1.0,1.0,2.0,1.0,1.0,0.9586317959774283,1.0.0
F3,25.11886431509582,clock characteristic time,analytic_fractional,coupling,1.0,1.0,2.0,1.0,1.0,0.9601892829451413,1.0.0
F3,26.101572156825384,clock characteristic time,analytic_fractional,coupling,1.0,1.0,2.0,1.0,1.0,0.961688131504604,1.0.0
F3,27.122725793320296,clock characteristic time,analytic_fractional,coupling,1.0,1.0,2.0,1.0,1.0,0.9631305493548655,1.0.0
F3,28.183829312644548,clock characteristic time,analytic_fractional,coupling,1.0,1.0,2.0,1.0,1.0,0.9645186610766628,1.0.0
F3,29.28644564625237,clock characteristic time,analytic_fractional,coupling,1.0,1.0,2.0,1.0,1.0,0.9658545112616705,1.0.0
F3,30.432198871077222,clock characteristic time,analytic_fractional,coupling,1.0,1.0,2.0,1.0,1.0,0.9671400675239955,1.0.0
F3,31.622776601683793,clock characteristic time,analytic_fractional,coupling,1.0,1.0,2.0,1.0,1.0,0.9683772233983168,1.0.0
F3,32.85993247600654,clock characteristic time,analytic_fractional,coupling,1.0,1.0,2.0,1.0,1.0,0.9695678011289229,1.0.0
F3,34.145488738336006,clock characteristic time,analytic_fractional,coupling,1.0,1.0,2.0,1.0,1.0,0.9707135543537476,1.0.0
F3,35.481338923357534,clock characteristic time,analytic_fractional,coupling,1.0,1.0,2.0,1.0,1.0,0.9718161706873555,1.0.0
F3,36.869450645195734,clock characteristic time,analytic_fractional,coupling,1.0,1.0,2.0,1.0,1.0,0.9728772742066797,1.0.0
F3,38.31186849557285,clock characteristic time,analytic_fractional,coupling,1.0,1.0,2.0,1.0,1.0,0.9738984278431746,1.0.0
F3,39.81071705534969,clock characteristic time,analytic_fractional,coupling,1.0,1.0,2.0,1.0,1.0,0.9748811356849042,1.0.0
F3,41.36820402388503,clock characteristic time,analytic_fractional,coupling,1.0,1.0,2.0,1.0,1.0,0.975826845191959,1.0.0
F3,42.98662347082272,clock characteristic time,analytic_fractional,coupling,1.0,1.0,2.0,1.0,1.0,0.9767369493284637,1.0.0
F3,44.668359215096345,clock characteristic time,analytic_fractional,coupling,1.0,1.0,2.0,1.0,1.0,0.9776127886143167,1.0.0
F3,46.41588833612782,clock characteristic time,analytic_fractional,coupling,1.0,1.0,2.0,1.0,1.0,0.9784556530996812,1.0.0
F3,48.23178482239309,clock characteristic time,analytic_fractional,coupling,1.0,1.0,2.0,1.0,1.0,0.9792667842651405,1.0.0
F3,50.118723362727245,clock characteristic time,analytic_fractional,coupling,1.0,1.0,2.0,1.0,1.0,0.9800473768503112,1.0.0
F3,52.07948328595465,clock characteristic time,analytic_fractional,coupling,1.0,1.0,2.0,1.0,1.0,0.980798580613612,1.0.0
F3,54.116952654646376,clock characteristic time,analytic_fractional,coupling,1.0,1.0,2.0,1.0,1.0,0.981521502025777,1.0.0
F3,56.23413251903491,clock characteristic time,analytic_fractional,coupling,1.0,1.0,2.0,1.0,1.0,0.9822172058996108,1.0.0
F3,58.434141337351754,clock characteristic time,analytic_fractional,coupling,1.0,1.0,2.0,1.0,1.0,0.9828867169583821,1.0.0
F3,60.72021956909884,clock characteristic time,analytic_fractional,coupling,1.0,1.0,2.0,1.0,1.0,0.9835310213451713,1.0.0
F3,63.0957344480193,clock characteristic time,analytic_fractional,coupling,1.0,1.0,2.0,1.0,1.0,0.9841510680753889,1.0.0
F3,65.56418494179785,clock characteristic time,analytic_fractional,coupling,1.0,1.0,2.0,1.0,1.0,0.9847477704346098,1.0.0
F3,68.12920690579608,clock characteristic time,analytic_fractional,coupling,1.0,1.0,2.0,1.0,1.0,0.9853220073237793,1.0.0
F3,70.79457843841374,clock characteristic time,analytic_fractional,coupling,1.0,1.0,2.0,1.0,1.0,0.9858746245537724,1.0.0
F3,73.56422544596406,clock characteristic time,analytic_fractional,coupling,1.0,1.0,2.0,1.0,1.0,0.9864064360912147,1.0.0
F3,76.44222742525994,clock characteristic time,analytic_fractional,coupling,1.0,1.0,2.0,1.0,1.0,0.986918225257398,1.0.0
F3,79.43282347242821,clock characteristic time,analytic_fractional,coupling,1.0,1.0,2.0,1.0,1.0,0.9874107458820583,1.0.0
F3,82.5404185268019,clock characteristic time,analytic_fractional,coupling,1.0,1.0,2.0,1.0,1.0,0.9878847234137141,1.0.0
F3,85.76958985908946,clock characteristic time,analytic_fractional,coupling,1.0,1.0,2.0,1.0,1.0,0.9883408559882016,1.0.0
F3,89.12509381337459,clock characteristic time,analytic_fractional,coupling,1.0,1.0,2.0,1.0,1.0,0.9887798154569803,1.0.0
F3,92.61187281287937,clock characteristic time,analytic_fractional,coupling,1.0,1.0,2.0,1.0,1.0,0.9892022483767229,1.0.0
F3,96.23506263980887,clock characteristic time,analytic_fractional,coupling,1.0,1.0,2.0,1.0,1.0,0.9896087769616483,1.0.0
F3,100.0,clock characteristic time,analytic_fractional,coupling,1.0,1.0,2.0,1.0,1.0,0.99,1.0.0
F3,0.001,clock characteristic time,analytic_fractional,combined,1.0,1.0,2.0,1.0,1.0,2.498334027555615e-07,1.0.0
F3,0.001039122303835169,clock characteristic time,analytic_fractional,combined,1.0,1.0,2.0,1.0,1.0,2.697568684454732e-07,1.0.0
F3,0.0010797751623277093,clock characteristic time,analytic_fractional,combined,1.0,1.0,2.0,1.0,1.0,2.912688737602039e-07,1.0.0
F3,0.001122018454301963,clock characteristic time,analytic_fractional,combined,1.0,1.0,2.0,1.0,1.0,3.1449604004687443e-07,1.0.0
F3,0.0011659144011798323,clock characteristic time,analytic_fractional,combined,1.0,1.0,2.0,1.0,1.0,3.3957507712927047e-07,1.0.0
F3,0.001211527658628589,clock characteristic time,analytic_fractional,combined,1.0,1.0,2.0,1.0,1.0,3.6665358655950735e-07,1.0.0
F3,0.0012589254117941675,clock characteristic time,analytic_fractional,combined,1.0,1.0,2.0,1.0,1.0,3.9589092876240034e-07,1.0.0
F3,0.0013081774742601943,clock characteristic time,analytic_fractional,combined,1.0,1.0,2.0,1.0,1.0,4.2745915914363573e-07,1.0.0
F3,0.0013593563908785254,clock characteristic time,analytic_fractional,combined,1.0,1.0,2.0,1.0,1.0,4.6154403863540015e-07,1.0.0
F3,0.001412537544622754,clock characteristic time,analytic_fractional,combined,1.0,1.0,2.0,1.0,1.0,4.983461245919534e-07,1.0.0
F3,0.001467799267622069,clock characteristic time,analytic_fractional,combined,1.0,1.0,2.0,1.0,1.0,5.380819484123709e-07,1.0.0
F3,0.0015252229565390183,clock characteristic time,analytic_fractional,combined,1.0,1.0,2.0,1.0,1.0,5.809852867685685e-07,1.0.0
F3,0.001584893192461114,clock characteristic time,analytic_fractional,combined,1.0,1.0,2.0,1.0,1.0,6.273085338692471e-07,1.0.0
F3,0.0016468978654828688,clock characteristic time,analytic_fractional,combined,1.0,1.0,2.0,1.0,1.0,6.77324182773158e-07,1.0.0
F3,0.001711328304161781,clock characteristic time,analytic_fractional,combined,1.0,1.0,2.0,1.0,1.0,7.31326424396223e-07,1.0.0
F3,0.0017782794100389228,clock characteristic time,analytic_fractional,combined,1.0,1.0,2.0,1.0,1.0,7.896328735496278e-07,1.0.0
F3,0.0018478497974222907,clock characteristic time,analytic_fractional,combined,1.0,1.0,2.0,1.0,1.0,8.525864320684658e-07,1.0.0
F3,0.001920141938638801,clock characteristic time,analytic_fractional,combined,1.0,1.0,2.0,1.0,1.0,9.205572999070998e-07,1.0.0
F3,0.001995262314968879,clock characteristic time,analytic_fractional,combined,1.0,1.0,2.0,1.0,1.0,9.93945145910503e-07,1.0.0
F3,0.002073321573485954,clock characteristic time,analytic_fractional,combined,1.0,1.0,2.0,1.0,1.0,1.0731814509184588e-06,1.0.0
F3,0.0021544346900318843,clock characteristic time,analytic_fractional,combined,1.0,1.0,2.0,1.0,1.0,1.1587320368407778e-06,1.0.0
F3,0.00223872113856834,clock characteristic time,analytic_fractional,combined,1.0,1.0,2.0,1.0,1.0,1.2510997964276016e-06,1.0.0
F3,0.0023263050671536263,clock characteristic time,analytic_fractional,combined,1.0,1.0,2.0,1.0,1.0,1.3508276396146275e-06,1.0.0
F3,0.0024173154808041037,clock characteristic time,analytic_fractional,combined,1.0,1.0,2.0,1.0,1.0,1.4585016735743105e-06,1.0.0
F3,0.0025118864315095794,clock characteristic time,analytic_fractional,combined,1.0,1.0,2.0,1.0,1.0,1.5747546349588696e-06,1.0.0
F3,0.0026101572156825357,clock characteristic time,analytic_fractional,combined,1.0,1.0,2.0,1.0,1.0,1.700269594263208e-06,1.0.0
F3,0.0027122725793320298,clock characteristic time,analytic_fractional,combined,1.0,1.0,2.0,1.0,1.0,1.8357839538196545e-06,1.0.0
F3,0.002818382931264455,clock characteristic time,analytic_fractional,combined,1.0,1.0,2.0,1.0,1.0,1.9820937626125684e-06,1.0.0
F3,0.0029286445646252374,clock characteristic time,analytic_fractional,combined,1.0,1.0,2.0,1.0,1.0,2.1400583729344042e-06,1.0.0
F3,0.003043219887107722,clock characteristic time,analytic_fractional,combined,1.0,1.0,2.0,1.0,1.0,2.3106054658623483e-06,1.0.0
F3,0.0031622776601683794,clock characteristic time,analytic_fractional,combined,1.0,1.0,2.0,1.0,1.0,2.4947364746562917e-06,1.0.0
F3,0.003285993247600654,clock characteristic time,analytic_fractional,combined,1.0,1.0,2.0,1.0,1.0,2.6935324374537182e-06,1.0.0
F3,0.003414548873833601,clock characteristic time,analytic_fractional,combined,1.0,1.0,2.0,1.0,1.0,2.9081603131098554e-06,1.0.0
F3,0.0035481338923357532,clock characteristic time,analytic_fractional,combined,1.0,1.0,2.0,1.0,1.0,3.139879796667416e-06,1.0.0
F3,0.0036869450645195733,clock characteristic time,analytic_fractional,combined,1.0,1.0,2.0,1.0,1.0,3.390050673800981e-06,1.0.0
F3,0.003831186849557289,clock characteristic time,analytic_fractional,combined,1.0,1.0,2.0,1.0,1.0,3.660140756663736e-06,1.0.0
F3,0.003981071705534973,clock characteristic time,analytic_fractional,combined,1.0,1.0,2.0,1.0,1.0,3.951734446868761e-06,1.0.0
F3,0.004136820402388507,clock characteristic time,analytic_fractional,combined,1.0,1.0,2.0,1.0,1.0,4.2665419749138144e-06,1.0.0
F3,0.004298662347082277,clock characteristic time,analytic_fractional,combined,1.0,1.0,2.0,1.0,1.0,4.606409369207791e-06,1.0.0
F3,0.0044668359215096305,clock characteristic time,analytic_fractional,combined,1.0,1.0,2.0,1.0,1.0,4.973329211980693e-06,1.0.0
F3,0.004641588833612777,clock characteristic time,analytic_fractional,combined,1.0,1.0,2.0,1.0,1.0,5.369452243851525e-06,1.0.0
F3,0.004823178482239309,clock characteristic time,analytic_fractional,combined,1.0,1.0,2.0,1.0,1.0,5.797099883600073e-06,1.0.0
F3,0.005011872336272725,clock characteristic time,analytic_fractional,combined,1.0,1.0,2.0,1.0,1.0,6.258777734880693e-06,1.0.0
F3,0.005207948328595465,clock characteristic time,analytic_fractional,combined,1.0,1.0,2.0,1.0,1.0,6.75719015716719e-06,1.0.0
F3,0.0054116952654646375,clock characteristic time,analytic_fractional,combined,1.0,1.0,2.0,1.0,1.0,7.295255984239107e-06,1.0.0
F3,0.005623413251903491,clock characteristic time,analytic_fractional,combined,1.0,1.0,2.0,1.0,1.0,7.876125479919561e-06,1.0.0
F3,0.005843414133735175,clock characteristic time,analytic_fractional,combined,1.0,1.0,2.0,1.0,1.0,8.503198627782443e-06,1.0.0
F3,0.006072021956909884,clock characteristic time,analytic_fractional,combined,1.0,1.0,2.0,1.0,1.0,9.180144858944391e-06,1.0.0
F3,0.006309573444801929,clock characteristic time,analytic_fractional,combined,1.0,1.0,2.0,1.0,1.0,9.910924330155842e-06,1.0.0
F3,0.006556418494179785,clock characteristic time,analytic_fractional,combined,1.0,1.0,2.0,1.0,1.0,1.0699810872993995e-05,1.0.0
F3,0.006812920690579615,clock characteristic time,analytic_fractional,combined,1.0,1.0,2.0,1.0,1.0,1.1551416744294691e-05,1.0.0
F3,0.00707945784384138,clock characteristic time,analytic_fractional,combined,1.0,1.0,2.0,1.0,1.0,1.2470719317936542e-05,1.0.0
F3,0.007356422544596414,clock characteristic time,analytic_fractional,combined,1.0,1.0,2.0,1.0,1.0,1.346308986883482e-05,1.0.0
