target_id,result_label,paths,event_scenarios,curve_rows,member_rows,operational_own_impact_at_zero_seconds,operational_cross_impact_at_twenty_seconds,calendar_own_impact_at_forty_seconds,long_lag_operational_own_cross_ratio,buy_sell_domain_scaled_difference,buy_sell_cellwise_relative_diagnostic,verified_checks,failed_checks,next_stage,software_version
S8-IMPACT-01,single_trade_impact_established,8,32,96,1536,0.14707420531925816,0.015196769313715094,0.029101440112343255,0.8744159330118372,0.010373504988556942,0.41956956614868257,44,0,v1.8.2_meta_order_own_and_cross_impact,1.8.1
