figure_id,panel,scenario,selector_resolution_ratio_sqrt_epsilon_over_dx,epsilon,lattice_spacing,alignment_offset_cells,requested_domain_halfwidth,realised_domain_halfwidth,grid_nodes,moment_ratio,effective_response_rate,aggregation_scale,mechanism,normalized_correlation,lower_envelope,upper_envelope,software_version
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,48.23178482239309,coupling,0.9792667842651405,0.9742170297547444,0.9792667842651405,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,50.118723362727245,coupling,0.9800473768503112,0.975187742434075,0.9800473768503112,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,52.07948328595465,coupling,0.980798580613612,0.9761219083890814,0.980798580613612,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,54.116952654646376,coupling,0.981521502025777,0.9770209035810415,0.981521502025777,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,56.23413251903491,coupling,0.9822172058996108,0.9778860521671532,0.9822172058996108,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,58.434141337351754,coupling,0.9828867169583821,0.9787186284509253,0.9828867169583821,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,60.72021956909884,coupling,0.9835310213451713,0.9795198587591375,0.9835310213451713,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,63.0957344480193,coupling,0.9841510680753889,0.9802909232481346,0.9841510680753889,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,65.56418494179785,coupling,0.9847477704346098,0.9810329576421143,0.9847477704346098,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,68.12920690579608,coupling,0.9853220073237793,0.9817470549059697,0.9853220073237793,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,70.79457843841374,coupling,0.9858746245537724,0.98243426685515,0.9858746245537724,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,73.56422544596406,coupling,0.9864064360912147,0.983095605704912,0.9864064360912147,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,76.44222742525994,coupling,0.986918225257398,0.9837320455612417,0.986918225257398,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,79.43282347242821,coupling,0.9874107458820583,0.9843445238556454,0.9874107458820583,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,82.5404185268019,coupling,0.9878847234137141,0.98493394272592,0.9878847234137141,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,85.76958985908946,coupling,0.9883408559882016,0.9855011703449397,0.9883408559882016,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,89.12509381337459,coupling,0.9887798154569803,0.9860470421994135,0.9887798154569803,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,92.61187281287937,coupling,0.9892022483767229,0.9865723623204995,0.9892022483767229,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,96.23506263980887,coupling,0.9896087769616483,0.9870779044680861,0.9896087769616483,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,100.0,coupling,0.99,0.9875644132704867,0.99,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,0.001,combined,2.4983340275556145e-07,2.009150969260069e-07,2.4983340275556145e-07,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,0.001039122303835169,combined,2.697568684454732e-07,2.1693802813659807e-07,2.697568684454732e-07,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,0.0010797751623277093,combined,2.912688737602039e-07,2.3423856876567732e-07,2.912688737602039e-07,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,0.001122018454301963,combined,3.1449604004687443e-07,2.5291856438137176e-07,3.1449604004687443e-07,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,0.0011659144011798323,combined,3.3957507712927047e-07,2.7308797603885577e-07,3.3957507712927047e-07,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,0.001211527658628589,combined,3.6665358655950735e-07,2.9486552656468983e-07,3.6665358655950735e-07,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,0.0012589254117941675,combined,3.9589092876240034e-07,3.1837939826209037e-07,3.9589092876240034e-07,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,0.0013081774742601943,combined,4.2745915914363573e-07,3.4376798612138735e-07,4.2745915914363573e-07,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,0.0013593563908785254,combined,4.6154403863540015e-07,3.711807109438069e-07,4.6154403863540015e-07,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,0.001412537544622754,combined,4.983461245919534e-07,4.0077889713881143e-07,4.983461245919534e-07,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,0.001467799267622069,combined,5.380819484123709e-07,4.3273672032966994e-07,5.380819484123709e-07,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,0.0015252229565390183,combined,5.809852867685685e-07,4.672422303094913e-07,5.809852867685685e-07,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,0.001584893192461114,combined,6.273085338692471e-07,5.044984553299717e-07,6.273085338692471e-07,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,0.0016468978654828688,combined,6.77324182773158e-07,5.447245941766413e-07,6.77324182773158e-07,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,0.001711328304161781,combined,7.31326424396223e-07,5.881573029966668e-07,7.31326424396223e-07,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,0.0017782794100389228,combined,7.896328735496278e-07,6.350520843971743e-07,7.896328735496278e-07,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,0.0018478497974222907,combined,8.525864320684658e-07,6.856847869230367e-07,8.525864320684658e-07,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,0.001920141938638801,combined,9.205572999070998e-07,7.403532236698643e-07,9.205572999070998e-07,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,0.001995262314968879,combined,9.93945145910503e-07,7.993789194740736e-07,9.93945145910503e-07,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,0.002073321573485954,combined,1.0731814509184588e-06,8.631089968724693e-07,1.0731814509184588e-06,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,0.0021544346900318843,combined,1.1587320368407778e-06,9.319182118266638e-07,1.1587320368407778e-06,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,0.00223872113856834,combined,1.2510997964276016e-06,1.0062111510753727e-06,1.2510997964276016e-06,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,0.0023263050671536263,combined,1.3508276396146275e-06,1.0864246039150218e-06,1.3508276396146275e-06,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,0.0024173154808041037,combined,1.4585016735743105e-06,1.1730301222184371e-06,1.4585016735743105e-06,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,0.0025118864315095794,combined,1.5747546349588696e-06,1.26653678359069e-06,1.5747546349588696e-06,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,0.0026101572156825357,combined,1.700269594263208e-06,1.3674941737320941e-06,1.700269594263208e-06,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,0.0027122725793320298,combined,1.8357839538196545e-06,1.4764956053524576e-06,1.8357839538196545e-06,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,0.002818382931264455,combined,1.9820937626125684e-06,1.5941815923320255e-06,1.9820937626125684e-06,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,0.0029286445646252374,combined,2.1400583729344042e-06,1.721243599314616e-06,2.1400583729344042e-06,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,0.003043219887107722,combined,2.3106054658623483e-06,1.8584280884879633e-06,2.3106054658623483e-06,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,0.0031622776601683794,combined,2.4947364746562917e-06,2.006540887027495e-06,2.4947364746562917e-06,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,0.003285993247600654,combined,2.6935324374537182e-06,2.1664519005191625e-06,2.6935324374537182e-06,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,0.003414548873833601,combined,2.9081603131098554e-06,2.3391001996688695e-06,2.9081603131098554e-06,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,0.0035481338923357532,combined,3.139879796667416e-06,2.525499509741637e-06,3.139879796667416e-06,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,0.0036869450645195733,combined,3.390050673800981e-06,2.726744134487296e-06,3.390050673800981e-06,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,0.003831186849557289,combined,3.660140756663736e-06,2.9440153488010165e-06,3.660140756663736e-06,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,0.003981071705534973,combined,3.951734446868761e-06,3.178588297034037e-06,3.951734446868761e-06,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,0.004136820402388507,combined,4.2665419749138144e-06,3.4318394367808062e-06,4.2665419749138144e-06,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,0.004298662347082277,combined,4.606409369207791e-06,3.7052545710580713e-06,4.606409369207791e-06,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,0.0044668359215096305,combined,4.973329211980693e-06,4.000437515162877e-06,4.973329211980693e-06,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,0.004641588833612777,combined,5.369452243851525e-06,4.319119448094223e-06,5.369452243851525e-06,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,0.004823178482239309,combined,5.797099883600073e-06,4.6631690023284765e-06,5.797099883600073e-06,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,0.005011872336272725,combined,6.258777734880693e-06,5.034603149911407e-06,6.258777734880693e-06,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,0.005207948328595465,combined,6.75719015716719e-06,5.435598947357054e-06,6.75719015716719e-06,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,0.0054116952654646375,combined,7.295255984239107e-06,5.868506206691131e-06,7.295255984239107e-06,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,0.005623413251903491,combined,7.876125479919561e-06,6.335861165211072e-06,7.876125479919561e-06,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,0.005843414133735175,combined,8.503198627782443e-06,6.840401232171891e-06,8.503198627782443e-06,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,0.006072021956909884,combined,9.180144858944391e-06,7.385080896652318e-06,9.180144858944391e-06,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,0.006309573444801929,combined,9.910924330155842e-06,7.973088887394386e-06,9.910924330156193e-06,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,0.006556418494179785,combined,1.0699810872993995e-05,8.607866682420129e-06,1.0699810872993995e-05,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,0.006812920690579615,combined,1.1551416744294691e-05,9.293128473779145e-06,1.1551416744294691e-05,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,0.00707945784384138,combined,1.2470719317936542e-05,1.003288270091798e-05,1.2470719317936542e-05,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,0.007356422544596414,combined,1.346308986883482e-05,1.0831455274878566e-05,1.346308986883482e-05,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,0.007644222742526002,combined,1.4534324611569726e-05,1.1693514624956464e-05,1.4534324611569726e-05,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,0.007943282347242814,combined,1.569067816846457e-05,1.2624098709532633e-05,1.569067816846457e-05,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,0.008254041852680182,combined,1.693889965529744e-05,1.3628644143671762e-05,1.693889965529744e-05,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,0.008576958985908946,combined,1.8286271587129648e-05,1.4713017607744492e-05,1.8286271587129648e-05,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,0.008912509381337459,combined,1.974065182217064e-05,1.5883549713896907e-05,1.974065182217064e-05,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,0.009261187281287938,combined,2.13105187780618e-05,1.714707152065474e-05,2.13105187780618e-05,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,0.009623506263980888,combined,2.3005020172795537e-05,1.851095390045044e-05,2.3005020172795537e-05,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,0.01,combined,2.4834025561444617e-05,1.9983149980405907e-05,2.4834025561444617e-05,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,0.01039122303835169,combined,2.680818296038437e-05,2.1572240893417972e-05,2.680818296038437e-05,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,0.010797751623277093,combined,2.8938979872579608e-05,2.328748509452785e-05,2.8938979872579608e-05,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,0.011220184543019636,combined,3.123880905103828e-05,2.513887151678177e-05,3.123880905103828e-05,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,0.011659144011798317,combined,3.372103936273328e-05,2.7137176861464975e-05,3.372103936273328e-05,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,0.012115276586285882,combined,3.640009214234614e-05,2.92940273397327e-05,3.640009214234614e-05,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,0.012589254117941675,combined,3.92915234540914e-05,3.162196520640369e-05,3.92915234540914e-05,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,0.013081774742601943,combined,4.241211271097651e-05,3.413452045218834e-05,4.2412112710977236e-05,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,0.013593563908785255,combined,4.577995813395527e-05,3.684628804784527e-05,4.577995813395527e-05,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,0.01412537544622754,combined,4.941457956906886e-05,3.9773011163086453e-05,4.941457956906886e-05,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,0.014677992676220698,combined,5.333702921868605e-05,4.293167081430352e-05,5.333702921868605e-05,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,0.01525222956539019,combined,5.757001088356823e-05,4.634058242875441e-05,5.757001088356823e-05,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,0.015848931924611134,combined,6.21380083560341e-05,5.001949984869978e-05,6.21380083560341e-05,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,0.01646897865482868,combined,6.706742365097815e-05,5.398972733742465e-05,6.706742365097815e-05,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,0.01711328304161781,combined,7.238672581103307e-05,5.827424019006566e-05,7.238672581103307e-05,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,0.01778279410038923,combined,7.812661107525307e-05,6.289781459609966e-05,7.812661107525307e-05,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,0.018478497974222907,combined,8.432017525716599e-05,6.788716744721223e-05,8.432017525716599e-05,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,0.01920141938638801,combined,9.100309923833014e-05,7.327110683431692e-05,9.100309923833014e-05,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,0.0199526231496888,combined,9.821384854779615e-05,7.90806940309846e-05,9.821384854779615e-05,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,0.02073321573485955,combined,0.00010599388806626056,8.534941781747802e-05,0.00010599388806626056,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,0.021544346900318832,combined,0.00011438791296661831,9.211338206046365e-05,0.00011438791296661831,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,0.0223872113856834,combined,0.00012344409707999414,9.941150752813791e-05,0.00012344409707999536,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,0.02326305067153626,combined,0.00013321435995874954,0.00010728574898958037,0.00013321435995874954,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,0.024173154808041036,combined,0.00014375465399539615,0.00011578132872046758,0.00014375465399539748,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,0.025118864315095794,combined,0.00015512527304921002,0.00012494698761536188,0.0001551252730492114,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,0.026101572156825372,combined,0.0001673911841306703,0.00013483525518980584,0.0001673911841306703,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,0.02712272579332028,combined,0.00018062238379818252,0.0001455027398433719,0.00018062238379818252,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,0.028183829312644536,combined,0.00019489428103186275,0.00015701044084848517,0.00019489428103186275,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,0.02928644564625236,combined,0.0002102881084657776,0.00016942408362869018,0.00021028810846577598,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,0.03043219887107722,combined,0.00022689136398316873,0.00018281447999504228,0.0002268913639831704,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,0.03162277660168379,combined,0.0002447982848093055,0.0001972579151203048,0.0002447982848093055,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,0.03285993247600654,combined,0.0002641103563731502,0.00021283656314785568,0.0002641103563731502,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,0.034145488738336005,combined,0.00028493685835332403,0.00022963893345606307,0.00028493685835332403,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,0.03548133892335755,combined,0.0003073954504748522,0.00024776034972948986,0.0003073954504748522,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,0.03686945064519575,combined,0.0003316128007818776,0.0002673034641256423,0.0003316128007818796,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,0.03831186849557287,combined,0.00035772525927752977,0.00028837880897062773,0.00035772525927752977,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,0.039810717055349734,combined,0.00038587957999568933,0.0003111053885688336,0.00038587957999569155,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,0.04136820402388507,combined,0.000416233694750339,0.0003356113138707602,0.000416233694750339,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,0.042986623470822764,combined,0.0004489575419963902,0.0003620344829096549,0.0004489575419963902,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,0.0446683592150963,combined,0.0004842339544315624,0.00039052331009150915,0.0004842339544315624,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,0.046415888336127795,combined,0.0005222596091709058,0.00042123750760395093,0.0005222596091709083,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,0.04823178482239307,combined,0.0005632460445348819,0.00045434892239825644,0.0005632460445348819,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,0.05011872336272722,combined,0.0006074207477063408,0.0004900424323938621,0.0006074207477063408,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,0.052079483285954624,combined,0.0006550283177326156,0.0005285169057571865,0.0006550283177326184,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,0.054116952654646375,combined,0.0007063317085733839,0.0005699862273147811,0.0007063317085733839,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,0.056234132519034905,combined,0.0007616135571238533,0.0006146803963752856,0.0007616135571238564,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,0.05843414133735175,combined,0.0008211776013739893,0.0006628467004541882,0.0008211776013739926,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,0.060720219569098836,combined,0.000885350194096281,0.0007147509696187713,0.000885350194096281,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,0.06309573444801933,combined,0.0009544819176866132,0.0007706789163981513,0.0009544819176866167,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,0.06556418494179789,combined,0.0010289493060117103,0.0008309375664319775,0.0010289493060117103,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,0.06812920690579612,combined,0.0011091566793408943,0.0008958567852614798,0.0011091566793408943,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,0.07079457843841377,combined,0.0011955380986570512,0.0009657909068949762,0.0011955380986570512,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,0.07356422544596414,combined,0.0012885594458483226,0.0010411204700056915,0.0012885594458483226,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,0.07644222742526002,combined,0.0013887206364745313,0.0011222540678398234,0.0013887206364745354,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,0.07943282347242814,combined,0.001496557971977781,0.0012096303181250115,0.0014965579719777853,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,0.08254041852680186,combined,0.0016126466383590639,0.0013037199594699497,0.0016126466383590639,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,0.08576958985908942,combined,0.0017376033584684686,0.0014050280809323494,0.0017376033584684731,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,0.08912509381337455,combined,0.001872089205149456,0.0015140964915996028,0.001872089205149456,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,0.09261187281287933,combined,0.002016812582530118,0.0016315062371705029,0.002016812582530118,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,0.09623506263980887,combined,0.0021725323827625135,0.00175788027064203,0.0021725323827625135,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,0.1,combined,0.002340061325462703,0.0018938862842864653,0.002340061325462697,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,0.10391223038351691,combined,0.0025202694869943952,0.002040239710144363,0.0025202694869943952,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,0.10797751623277094,combined,0.0027140880265554843,0.002197706896251706,0.0027140880265554904,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,0.1122018454301963,combined,0.002922513115760219,0.0023671084657557223,0.002922513115760219,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,0.11659144011798311,combined,0.003146610078047852,0.002549322865945362,0.003146610078047852,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,0.12115276586285889,combined,0.0033875177437787,0.002745290114019181,0.0033875177437787,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,0.12589254117941676,combined,0.0036464530262864535,0.0029560157461238994,0.0036464530262864535,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,0.13081774742601943,combined,0.003924715723426788,0.003182574975810894,0.003924715723426788,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,0.13593563908785256,combined,0.0042236935482793435,0.003426117067560004,0.0042236935482793435,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,0.1412537544622754,combined,0.004544867391606489,0.0036878699303988594,0.004544867391606496,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,0.1467799267622069,combined,0.004889816817428581,0.003969144935883832,0.004889816817428589,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,0.15252229565390182,combined,0.005260225791620918,0.004271341963790732,0.005260225791620926,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,0.1584893192461114,combined,0.005657888641752566,0.004595954677770746,0.005657888641752566,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,0.1646897865482869,combined,0.006084716244447498,0.0049445760319420376,0.006084716244447498,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,0.1711328304161781,combined,0.006542742434332172,0.00531890400788852,0.006542742434332172,1.0.0
