figure_id,panel,scenario,selector_resolution_ratio_sqrt_epsilon_over_dx,epsilon,lattice_spacing,alignment_offset_cells,requested_domain_halfwidth,realised_domain_halfwidth,grid_nodes,moment_ratio,effective_response_rate,aggregation_scale,mechanism,normalized_correlation,lower_envelope,upper_envelope,software_version
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,0.1778279410038923,combined,0.0070341306261144185,0.005720747579803718,0.0070341306261144185,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,0.18478497974222907,combined,0.007561180638494075,0.00615203290352816,0.007561180638494085,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,0.1920141938638801,combined,0.008126335705407847,0.006614809722957415,0.008126335705407836,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,0.19952623149688786,combined,0.00873218965653489,0.007111257984723381,0.00873218965653489,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,0.2073321573485954,combined,0.00938149424501155,0.007643694649147254,0.00938149424501155,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,0.21544346900318845,combined,0.010077166595894744,0.008214580682203812,0.010077166595894744,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,0.223872113856834,combined,0.01082229674405492,0.008826528209598134,0.01082229674405492,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,0.23263050671536262,combined,0.011620155224845947,0.00948230781001434,0.011620155224845935,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,0.24173154808041036,combined,0.012474200675071512,0.010184855920123187,0.012474200675071524,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,0.25118864315095796,combined,0.013388087395433287,0.010937282319014462,0.013388087395433287,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,0.2610157215682536,combined,0.014365672818788061,0.011742877654324567,0.014365672818788061,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,0.2712272579332027,combined,0.015411024821159422,0.01260512096644703,0.015411024821159422,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,0.2818382931264455,combined,0.01652842880454008,0.013527687160824432,0.01652842880454008,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,0.29286445646252374,combined,0.01772239447209569,0.014514454371419428,0.017722394472095705,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,0.3043219887107722,combined,0.018997662207458414,0.015569511151044142,0.018997662207458414,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,0.31622776601683794,combined,0.02035920896040774,0.0166971634162943,0.020359208960407753,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,0.3285993247600654,combined,0.021812253531421185,0.01790194106639998,0.021812253531421185,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,0.34145488738336005,combined,0.023362261137400003,0.019188604186392424,0.023362261137400003,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,0.3548133892335753,combined,0.025014947130406077,0.020562148735624987,0.0250149471304061,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,0.36869450645195734,combined,0.026776279730588704,0.022027811612929948,0.026776279730588704,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,0.38311868495572887,combined,0.028652481623745615,0.02359107497960071,0.028652481623745597,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,0.3981071705534973,combined,0.03065003026329989,0.025257669711042416,0.03065003026329987,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,0.4136820402388507,combined,0.03277565670604748,0.027033577837438944,0.03277565670604748,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,0.42986623470822766,combined,0.03503634280103894,0.028925033823255453,0.03503634280103892,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,0.44668359215096304,combined,0.03743931654163373,0.030938524524991982,0.03743931654163373,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,0.46415888336127775,combined,0.03999204538236303,0.033080787656490356,0.03999204538236303,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,0.4823178482239304,combined,0.04270222731505544,0.03535880858148272,0.04270222731505544,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,0.5011872336272725,combined,0.04557777949304713,0.037779815244187775,0.04557777949304713,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,0.5207948328595465,combined,0.04862682418857636,0.04035127104087543,0.04862682418857636,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,0.5411695265464638,combined,0.05185767186705228,0.04308086542873415,0.05185767186705228,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,0.5623413251903491,combined,0.055278801163212245,0.045976502063414644,0.055278801163212245,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,0.5843414133735175,combined,0.05889883554870713,0.04904628425366293,0.05889883554870713,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,0.6072021956909883,combined,0.06272651648885298,0.052298497520885556,0.06272651648885298,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,0.630957344480193,combined,0.06677067289866498,0.05574158905374321,0.06677067289866498,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,0.6556418494179785,combined,0.07104018672535177,0.05938414385339669,0.07104018672535177,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,0.6812920690579615,combined,0.07554395450670588,0.06323485737431081,0.07554395450670588,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,0.707945784384138,combined,0.0802908447827665,0.06730250447904026,0.0802908447827665,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,0.7356422544596414,combined,0.08528965127223073,0.07159590454368178,0.08528965127223073,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,0.7644222742526002,combined,0.09054904176575222,0.076123882574155,0.0905490417657522,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,0.7943282347242814,combined,0.09607750273586212,0.08089522622265807,0.09607750273586212,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,0.8254041852680182,combined,0.10188327971801783,0.08591863862895138,0.10188327971801783,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,0.8576958985908937,combined,0.10797431357939766,0.09120268705295487,0.10797431357939768,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,0.8912509381337459,combined,0.11435817286150231,0.09675574731379767,0.11435817286150231,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,0.9261187281287937,combined,0.12104198245923972,0.10258594410615764,0.12104198245923972,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,0.9623506263980888,combined,0.12803234898259616,0.10870108732756335,0.12803234898259616,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,1.0,combined,0.13533528323661265,0.11510860462023777,0.1353352832366127,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,1.0391223038351691,combined,0.1429561203503769,0.1218154704078294,0.1429561203503769,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,1.0797751623277094,combined,0.15089943818491527,0.12882813179054156,0.15089943818491527,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,1.122018454301963,combined,0.15916897475182648,0.13615243175108416,0.15916897475182648,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,1.165914401179831,combined,0.16776754547742567,0.14379353021758995,0.16776754547742567,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,1.2115276586285888,combined,0.17669696124898934,0.15175582362695092,0.17669696124898934,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,1.2589254117941675,combined,0.18595794827795173,0.16004286373142318,0.18595794827795173,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,1.3081774742601942,combined,0.19555007090686102,0.1686572764909858,0.19555007090686102,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,1.3593563908785256,combined,0.20547165856949834,0.17760068199166246,0.20547165856949834,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,1.412537544622754,combined,0.21571973818352203,0.1868736164233771,0.21571973818352203,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,1.467799267622069,combined,0.22628997330882042,0.196475457237123,0.22628997330882042,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,1.5252229565390183,combined,0.23717661143887606,0.20640435267729074,0.237176611438876,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,1.584893192461114,combined,0.24837244080325635,0.21665715694765206,0.24837244080325635,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,1.6468978654828688,combined,0.259868758043383,0.22722937231537468,0.259868758043383,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,1.711328304161781,combined,0.27165534807777725,0.23811509948309553,0.27165534807777725,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,1.7782794100389228,combined,0.28372047739419154,0.24930699756108546,0.28372047739419154,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,1.8478497974222907,combined,0.29605090189221905,0.26079625494670466,0.29605090189221905,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,1.920141938638801,combined,0.3086318902495778,0.2725725723636893,0.30863189024957777,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,1.9952623149688788,combined,0.3214472635977603,0.2846241592268984,0.3214472635977603,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,2.073321573485954,combined,0.334479452068612,0.29693774437710113,0.334479452068612,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,2.1544346900318843,combined,0.34770956851440177,0.30949860207414154,0.34770956851440177,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,2.23872113856834,combined,0.36111749941317534,0.322290593945241,0.36111749941317534,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,2.3263050671536263,combined,0.3746820126531865,0.3352962273592816,0.3746820126531865,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,2.4173154808041035,combined,0.38838088155094125,0.34849673043980056,0.38838088155094125,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,2.5118864315095797,combined,0.4021910241043732,0.3618721436426825,0.4021910241043732,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,2.610157215682536,combined,0.41608865612461543,0.3754014275139935,0.41608865612461543,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,2.712272579332027,combined,0.43004945653672993,0.3890625859153327,0.43004945653672993,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,2.818382931264452,combined,0.4440487428024616,0.4028328036660574,0.4440487428024616,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,2.9286445646252375,combined,0.4580616541080408,0.4166885972124914,0.4580616541080408,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,3.043219887107722,combined,0.4720633396889184,0.4306059766035096,0.4720633396889184,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,3.1622776601683795,combined,0.48602914944243847,0.44456061674015257,0.48602914944243847,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,3.285993247600654,combined,0.4999348238193755,0.45852803558493344,0.4999348238193755,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,3.4145488738336005,combined,0.5137566798953007,0.4724837767750911,0.5137566798953007,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,3.5481338923357533,combined,0.5274717905102229,0.4864035938934353,0.5274717905102229,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,3.6869450645195734,combined,0.5410581534349828,0.500263633519955,0.5410581534349828,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,3.831186849557289,combined,0.5544948476777298,0.5140406141248499,0.5544948476777298,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,3.981071705534973,combined,0.5677621742826188,0.5277119978749875,0.5677621742826188,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,4.136820402388507,combined,0.5808417792915136,0.5412561525145353,0.5808417792915136,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,4.298662347082277,combined,0.5937167569303805,0.5546525006474929,0.5937167569303805,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,4.46683592150963,combined,0.6063717315344317,0.5678816539929695,0.6063717315344317,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,4.6415888336127775,combined,0.6187929172261155,0.5809255304981592,0.6187929172261155,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,4.823178482239304,combined,0.6309681548914555,0.5937674525709075,0.6309681548914555,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,5.011872336272719,combined,0.6428869265448648,0.606392225122587,0.6428869265448648,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,5.207948328595465,combined,0.6545403477111156,0.618786192579297,0.6545403477111156,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,5.411695265464638,combined,0.6659211389662035,0.6309372745098359,0.6659211389662035,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,5.62341325190349,combined,0.6770235782476501,0.6428349800158322,0.6770235782476501,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,5.843414133735175,combined,0.687843435952293,0.6544704015156436,0.687843435952293,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,6.072021956909884,combined,0.6983778951713709,0.6658361890122313,0.6983778951713709,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,6.30957344480193,combined,0.7086254596575551,0.6769265063502293,0.7086254596575551,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,6.556418494179785,combined,0.7185858522693834,0.6877369713248284,0.7185858522693834,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,6.812920690579615,combined,0.7282599066925081,0.698264581793308,0.7282599066925081,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,7.07945784384138,combined,0.737649455195979,0.7085076301506222,0.737649455195979,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,7.3564225445964135,combined,0.7467572150515811,0.7184656086584243,0.7467572150515811,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,7.644222742526002,combined,0.75558667603511,0.7281391081610092,0.75558667603511,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,7.943282347242813,combined,0.7641419911539459,0.7375297126843301,0.7641419911539459,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,8.254041852680182,combined,0.7724278724213576,0.7466398923013835,0.7724278724213576,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,8.576958985908938,combined,0.7804494931422548,0.7554728964678956,0.7804494931422548,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,8.91250938133745,combined,0.7882123978056341,0.7640326497978601,0.7882123978056341,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,9.261187281287937,combined,0.7957224203131856,0.7723236519724063,0.7957224203131856,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,9.623506263980888,combined,0.8029856109272531,0.780350883172029,0.8029856109272531,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,10.0,combined,0.8100081720079688,0.7881197161059317,0.8100081720079688,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,10.39122303835169,combined,0.8167964023391319,0.7956358353970536,0.8167964023391319,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,10.797751623277094,combined,0.8233566496220823,0.802905164779942,0.8233566496220823,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,11.220184543019629,combined,0.8296952705496159,0.8099338022917232,0.8296952705496159,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,11.659144011798311,combined,0.8358185977576696,0.8167279633925102,0.8358185977576696,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,12.115276586285876,combined,0.8417329128878571,0.8232939317464958,0.8417329128878571,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,12.589254117941662,combined,0.8474444249733024,0.8296380172319859,0.8474444249733024,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,13.081774742601928,combined,0.8529592533763249,0.8357665206284113,0.8529592533763249,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,13.593563908785242,combined,0.8582834145510624,0.8416857043493451,0.8582834145510624,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,14.125375446227554,combined,0.8634228119687377,0.8474017685492917,0.8634228119687377,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,14.677992676220706,combined,0.8683832286199251,0.8529208319235925,0.8683832286199251,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,15.252229565390198,combined,0.8731703215898997,0.8582489165394321,0.8731703215898997,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,15.848931924611142,combined,0.8777896182841713,0.8633919360753524,0.8777896182841713,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,16.46897865482869,combined,0.8822465139573613,0.868355686900743,0.8822465139573613,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,17.11328304161781,combined,0.8865462702667745,0.8731458414896636,0.8865462702667745,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,17.78279410038923,combined,0.890694014630844,0.8777679437300218,0.890694014630844,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,18.478497974222908,combined,0.8946947402215859,0.8822274057554308,0.8946947402215859,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,19.20141938638801,combined,0.8985533064596931,0.8865295059898085,0.8985533064596931,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,19.952623149688787,combined,0.9022744399118267,0.8906793881517913,0.9022744399118267,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,20.73321573485954,combined,0.9058627355132693,0.8946820610160305,0.9058627355132693,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,21.54434690031882,combined,0.9093226580567224,0.898542398770903,0.9093226580567224,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,22.38721138568338,combined,0.9126585439009399,0.9022651418472012,0.9126585439009399,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,23.263050671536238,combined,0.9158746028622671,0.9058548981205219,0.9158746028622671,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,24.173154808041012,combined,0.9189749202589097,0.9093161444121294,0.9189749202589097,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,25.11886431509582,combined,0.9219634590827046,0.9126532282299963,0.9219634590827046,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,26.101572156825384,combined,0.9248440622768165,0.9158703697044693,0.9248440622768165,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,27.122725793320296,combined,0.9276204551006051,0.9189716636824743,0.9276204551006051,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,28.183829312644548,combined,0.9302962475651184,0.9219610819511426,0.9302962475651184,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,29.28644564625237,combined,0.9328749369245205,0.9248424755668835,0.9328749369245205,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,30.432198871077222,combined,0.9353599102103185,0.9276195772697432,0.9353599102103185,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,31.622776601683793,combined,0.9377544467966336,0.930296003965786,0.9377544467966336,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,32.85993247600654,combined,0.9400617209859746,0.932875259262485,0.9400617209859746,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,34.145488738336006,combined,0.9422848046060861,0.9353607360439222,0.9422848046060861,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,35.481338923357534,combined,0.9444266696094352,0.9377557190741118,0.9444266696094352,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,36.869450645195734,combined,0.946490190667819,0.9400633876180425,0.946490190667819,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,38.31186849557285,combined,0.9484781477554072,0.9422868180711808,0.9484781477554072,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,39.81071705534969,combined,0.9503932287142886,0.9444289865891702,0.9503932287142886,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,41.36820402388503,combined,0.9522380317972914,0.9464927717103897,0.9522380317972914,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,42.98662347082272,combined,0.9540150681834738,0.9484809569648424,0.9540150681834738,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,44.668359215096345,combined,0.9557267644622606,0.950396233463605,0.9557267644622606,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,46.41588833612782,combined,0.9573754650827236,0.9522412024637489,0.9573754650827236,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,48.23178482239309,combined,0.9589634347649891,0.9540183779042652,0.9589634347649891,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,50.118723362727245,combined,0.9604928608711759,0.9557301889090921,0.9604928608711759,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,52.07948328595465,combined,0.961965855733676,0.9573789822538613,0.961965855733676,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,54.116952654646376,combined,0.9633844589389374,0.9589670247934458,0.9633844589389374,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,56.23413251903491,combined,0.9647506395652384,0.9604965058478223,0.9647506395652384,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,58.434141337351754,combined,0.9660662983732268,0.9619695395441406,0.9660662983732268,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,60.72021956909884,combined,0.9673332699482758,0.9633881671132525,0.9673332699482758,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,63.0957344480193,combined,0.9685533247939287,0.9647543591392608,0.9685533247939287,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,65.56418494179785,combined,0.969728171375935,0.966070017760943,0.969728171375935,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,68.12920690579608,combined,0.9708594581165617,0.9673369788241586,0.9708594581165617,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,70.79457843841374,combined,0.9719487753390417,0.9685570139845816,0.9719487753390417,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,73.56422544596406,combined,0.9729976571621717,0.9697318327603163,0.9729976571621717,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,76.44222742525994,combined,0.9740075833452122,0.9708630845341305,0.9740075833452122,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,79.43282347242821,combined,0.9749799810833628,0.9719523605052224,0.9749799810833628,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,82.5404185268019,combined,0.9759162267541904,0.9730011955905745,0.9759162267541904,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,85.76958985908946,combined,0.9768176476154912,0.9740110702760922,0.9768176476154912,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,89.12509381337459,combined,0.9776855234551401,0.9749834124178374,0.9776855234551401,1.0.0
F5,epps_envelope,all_discrete_representation_profiles,,,,,,,,,0.9999999999999999,92.61187281287937,combined,0.9785210881935638,0.975919598993773,0.9785210881935638,1.0.0
