snapshot_index,operational_step,operational_time_model_units,time_seconds,grid_index,log_price_coordinate,book_1_density,book_2_density,book_1_boundary_log_price,book_2_boundary_log_price,initial_book_displacement,clock,software_version
0,0,0.0,0.0,114,1.4000000000000004,-0.8890144590590157,-0.9540162433450623,0.059950062828225785,-0.05995006282818417,0.06,identity,1.7.7
0,0,0.0,0.0,115,1.5,-0.9434409503761848,-1.0056244249142043,0.059950062828225785,-0.05995006282818417,0.06,identity,1.7.7
0,0,0.0,0.0,116,1.6000000000000014,-0.9955245790499864,-1.054784371814158,0.059950062828225785,-0.05995006282818417,0.06,identity,1.7.7
0,0,0.0,0.0,117,1.700000000000001,-1.04517628127628,-1.1014217365613497,0.059950062828225785,-0.05995006282818417,0.06,identity,1.7.7
0,0,0.0,0.0,118,1.8000000000000007,-1.0923192759759344,-1.1454745258384422,0.059950062828225785,-0.05995006282818417,0.06,identity,1.7.7
0,0,0.0,0.0,119,1.9000000000000004,-1.1368891334117628,-1.186893050634226,0.059950062828225785,-0.05995006282818417,0.06,identity,1.7.7
0,0,0.0,0.0,120,2.0,-1.1788337444468902,-1.2256397814423627,0.059950062828225785,-0.05995006282818417,0.06,identity,1.7.7
0,0,0.0,0.0,121,2.1000000000000014,-1.2181131940499041,-1.2616891133143275,0.059950062828225785,-0.05995006282818417,0.06,identity,1.7.7
0,0,0.0,0.0,122,2.200000000000001,-1.2546995436565933,-1.2950270464474045,0.059950062828225785,-0.05995006282818417,0.06,identity,1.7.7
0,0,0.0,0.0,123,2.3000000000000007,-1.2885765279038734,-1.3256507887630624,0.059950062828225785,-0.05995006282818417,0.06,identity,1.7.7
0,0,0.0,0.0,124,2.4000000000000004,-1.3197391720480895,-1.3535682875865371,0.059950062828225785,-0.05995006282818417,0.06,identity,1.7.7
0,0,0.0,0.0,125,2.5,-1.3481933370588521,-1.3787976980695755,0.059950062828225785,-0.05995006282818417,0.06,identity,1.7.7
0,0,0.0,0.0,126,2.6000000000000014,-1.3739551999350774,-1.4013667964019616,0.059950062828225785,-0.05995006282818417,0.06,identity,1.7.7
0,0,0.0,0.0,127,2.700000000000001,-1.3970506772183733,-1.4213123461330024,0.059950062828225785,-0.05995006282818417,0.06,identity,1.7.7
0,0,0.0,0.0,128,2.8000000000000007,-1.4175147999792739,-1.4386794260731957,0.059950062828225785,-0.05995006282818417,0.06,identity,1.7.7
0,0,0.0,0.0,129,2.9000000000000004,-1.4353910487252162,-1.4535207282725657,0.059950062828225785,-0.05995006282818417,0.06,identity,1.7.7
0,0,0.0,0.0,130,3.0,-1.4507306567289282,-1.465895834481374,0.059950062828225785,-0.05995006282818417,0.06,identity,1.7.7
0,0,0.0,0.0,131,3.1000000000000014,-1.4635918902073952,-1.4758704792985398,0.059950062828225785,-0.05995006282818417,0.06,identity,1.7.7
0,0,0.0,0.0,132,3.200000000000001,-1.4740393136019565,-1.4835158079121615,0.059950062828225785,-0.05995006282818417,0.06,identity,1.7.7
0,0,0.0,0.0,133,3.3000000000000007,-1.4821430479280546,-1.4889076359452305,0.059950062828225785,-0.05995006282818417,0.06,identity,1.7.7
0,0,0.0,0.0,134,3.4000000000000004,-1.4879780297887524,-1.492125718449285,0.059950062828225785,-0.05995006282818417,0.06,identity,1.7.7
0,0,0.0,0.0,135,3.5,-1.4916232781904362,-1.4932530345512918,0.059950062828225785,-0.05995006282818417,0.06,identity,1.7.7
