experiment,schedule_id,impact_type,measurement_domain,x_coordinate,x_value,mean_signed_log_mid_impact,standard_error,active_observation_fraction,software_version
meta_order_relaxation,fast,cross,tempered_mittag_leffler_previous_refresh,post_completion_lag_seconds,120.0,0.06459016199544723,0.004042679985617498,see_archive,2.1.0-r13
meta_order_relaxation,fast,cross,tempered_mittag_leffler_previous_refresh,post_completion_lag_seconds,160.0,0.06211701654847536,0.0003479364606290109,see_archive,2.1.0-r13
meta_order_relaxation,fast,cross,tempered_mittag_leffler_previous_refresh,post_completion_lag_seconds,200.0,0.05849468256184091,0.00040082636260638444,see_archive,2.1.0-r13
meta_order_trajectory,slow,cross,operational_gaussian,cumulative_quantity,0.05,0.0,0.0,see_archive,2.1.0-r13
meta_order_trajectory,slow,cross,operational_gaussian,cumulative_quantity,0.1,0.015105368549595362,1.653838633420035e-05,see_archive,2.1.0-r13
meta_order_trajectory,slow,cross,operational_gaussian,cumulative_quantity,0.15000000000000002,0.03425863737284818,1.4081095986143366e-05,see_archive,2.1.0-r13
meta_order_trajectory,slow,cross,operational_gaussian,cumulative_quantity,0.2,0.05406404829988509,5.676273297755813e-06,see_archive,2.1.0-r13
meta_order_relaxation,slow,cross,operational_gaussian,post_completion_lag_seconds,0.0,0.05406404829988509,5.676273297755813e-06,see_archive,2.1.0-r13
meta_order_relaxation,slow,cross,operational_gaussian,post_completion_lag_seconds,5.0,0.062274067437777796,5.438433005537726e-06,see_archive,2.1.0-r13
meta_order_relaxation,slow,cross,operational_gaussian,post_completion_lag_seconds,10.0,0.06737547593295086,4.339119939010417e-06,see_archive,2.1.0-r13
meta_order_relaxation,slow,cross,operational_gaussian,post_completion_lag_seconds,20.0,0.0730829974585761,3.7994460305590997e-06,see_archive,2.1.0-r13
meta_order_relaxation,slow,cross,operational_gaussian,post_completion_lag_seconds,40.0,0.07587545499906158,3.5591104073002746e-06,see_archive,2.1.0-r13
meta_order_relaxation,slow,cross,operational_gaussian,post_completion_lag_seconds,80.0,0.0708087065012537,1.3403562109012872e-06,see_archive,2.1.0-r13
meta_order_relaxation,slow,cross,operational_gaussian,post_completion_lag_seconds,120.0,0.06431340869311974,7.509705298658872e-07,see_archive,2.1.0-r13
meta_order_relaxation,slow,cross,operational_gaussian,post_completion_lag_seconds,160.0,0.059370721258999656,3.8200722965160495e-07,see_archive,2.1.0-r13
meta_order_relaxation,slow,cross,operational_gaussian,post_completion_lag_seconds,200.0,0.05592786906704168,1.890565978096442e-07,see_archive,2.1.0-r13
meta_order_trajectory,slow,cross,poisson_previous_refresh,cumulative_quantity,0.05,0.0,0.0,see_archive,2.1.0-r13
meta_order_trajectory,slow,cross,poisson_previous_refresh,cumulative_quantity,0.1,0.009594567396677458,0.0009004343026860459,see_archive,2.1.0-r13
meta_order_trajectory,slow,cross,poisson_previous_refresh,cumulative_quantity,0.15000000000000002,0.026544548049715892,0.0028187837302616615,see_archive,2.1.0-r13
meta_order_trajectory,slow,cross,poisson_previous_refresh,cumulative_quantity,0.2,0.047948641735417796,0.0019664473352774647,see_archive,2.1.0-r13
meta_order_relaxation,slow,cross,poisson_previous_refresh,post_completion_lag_seconds,0.0,0.047948641735417796,0.0019664473352774647,see_archive,2.1.0-r13
meta_order_relaxation,slow,cross,poisson_previous_refresh,post_completion_lag_seconds,5.0,0.05512391339060732,0.0012104325926468131,see_archive,2.1.0-r13
meta_order_relaxation,slow,cross,poisson_previous_refresh,post_completion_lag_seconds,10.0,0.05910739210254215,0.0013286257246023908,see_archive,2.1.0-r13
meta_order_relaxation,slow,cross,poisson_previous_refresh,post_completion_lag_seconds,20.0,0.06873467478391629,0.0009762021614398749,see_archive,2.1.0-r13
meta_order_relaxation,slow,cross,poisson_previous_refresh,post_completion_lag_seconds,40.0,0.07395517765319083,0.0011109490217379018,see_archive,2.1.0-r13
meta_order_relaxation,slow,cross,poisson_previous_refresh,post_completion_lag_seconds,80.0,0.07268544884627991,0.000342812481797081,see_archive,2.1.0-r13
meta_order_relaxation,slow,cross,poisson_previous_refresh,post_completion_lag_seconds,120.0,0.06682213832073078,0.0009309818676990447,see_archive,2.1.0-r13
meta_order_relaxation,slow,cross,poisson_previous_refresh,post_completion_lag_seconds,160.0,0.060885058986567764,0.00036451618937388724,see_archive,2.1.0-r13
meta_order_relaxation,slow,cross,poisson_previous_refresh,post_completion_lag_seconds,200.0,0.056108859574205375,3.2775997289899673e-05,see_archive,2.1.0-r13
meta_order_trajectory,slow,cross,mittag_leffler_previous_refresh,cumulative_quantity,0.05,0.0,0.0,see_archive,2.1.0-r13
meta_order_trajectory,slow,cross,mittag_leffler_previous_refresh,cumulative_quantity,0.1,0.009645602607816647,0.0013294597142829323,see_archive,2.1.0-r13
meta_order_trajectory,slow,cross,mittag_leffler_previous_refresh,cumulative_quantity,0.15000000000000002,0.02037024719115495,0.0025496299928912504,see_archive,2.1.0-r13
meta_order_trajectory,slow,cross,mittag_leffler_previous_refresh,cumulative_quantity,0.2,0.031248982957711193,0.004772142712560509,see_archive,2.1.0-r13
meta_order_relaxation,slow,cross,mittag_leffler_previous_refresh,post_completion_lag_seconds,0.0,0.031248982957711193,0.004772142712560509,see_archive,2.1.0-r13
meta_order_relaxation,slow,cross,mittag_leffler_previous_refresh,post_completion_lag_seconds,5.0,0.03242916980901518,0.005201847899328355,see_archive,2.1.0-r13
meta_order_relaxation,slow,cross,mittag_leffler_previous_refresh,post_completion_lag_seconds,10.0,0.035689116729191374,0.004795288888372983,see_archive,2.1.0-r13
meta_order_relaxation,slow,cross,mittag_leffler_previous_refresh,post_completion_lag_seconds,20.0,0.04110899923282951,0.005516546224078979,see_archive,2.1.0-r13
meta_order_relaxation,slow,cross,mittag_leffler_previous_refresh,post_completion_lag_seconds,40.0,0.056552534625315454,0.007771986210199382,see_archive,2.1.0-r13
meta_order_relaxation,slow,cross,mittag_leffler_previous_refresh,post_completion_lag_seconds,80.0,0.06030964676166918,0.007926752560407521,see_archive,2.1.0-r13
meta_order_relaxation,slow,cross,mittag_leffler_previous_refresh,post_completion_lag_seconds,120.0,0.060418837272732825,0.004602516592289318,see_archive,2.1.0-r13
meta_order_relaxation,slow,cross,mittag_leffler_previous_refresh,post_completion_lag_seconds,160.0,0.05659768730489249,0.003974193932058772,see_archive,2.1.0-r13
meta_order_relaxation,slow,cross,mittag_leffler_previous_refresh,post_completion_lag_seconds,200.0,0.054565714924176154,0.0037052774996051245,see_archive,2.1.0-r13
meta_order_trajectory,slow,cross,tempered_mittag_leffler_previous_refresh,cumulative_quantity,0.05,0.0,0.0,see_archive,2.1.0-r13
meta_order_trajectory,slow,cross,tempered_mittag_leffler_previous_refresh,cumulative_quantity,0.1,0.00888279676741751,0.0012625589000154218,see_archive,2.1.0-r13
meta_order_trajectory,slow,cross,tempered_mittag_leffler_previous_refresh,cumulative_quantity,0.15000000000000002,0.023232486714453337,0.002697205516154957,see_archive,2.1.0-r13
meta_order_trajectory,slow,cross,tempered_mittag_leffler_previous_refresh,cumulative_quantity,0.2,0.038936662325845216,0.0051351292640531235,see_archive,2.1.0-r13
meta_order_relaxation,slow,cross,tempered_mittag_leffler_previous_refresh,post_completion_lag_seconds,0.0,0.038936662325845216,0.0051351292640531235,see_archive,2.1.0-r13
meta_order_relaxation,slow,cross,tempered_mittag_leffler_previous_refresh,post_completion_lag_seconds,5.0,0.04571223610475675,0.006104533957639072,see_archive,2.1.0-r13
meta_order_relaxation,slow,cross,tempered_mittag_leffler_previous_refresh,post_completion_lag_seconds,10.0,0.045982760476638324,0.006199510933635817,see_archive,2.1.0-r13
meta_order_relaxation,slow,cross,tempered_mittag_leffler_previous_refresh,post_completion_lag_seconds,20.0,0.0577021441083868,0.004066513005246866,see_archive,2.1.0-r13
meta_order_relaxation,slow,cross,tempered_mittag_leffler_previous_refresh,post_completion_lag_seconds,40.0,0.06583138334541516,0.005288302698032705,see_archive,2.1.0-r13
meta_order_relaxation,slow,cross,tempered_mittag_leffler_previous_refresh,post_completion_lag_seconds,80.0,0.06572939497470455,0.004893492375899967,see_archive,2.1.0-r13
meta_order_relaxation,slow,cross,tempered_mittag_leffler_previous_refresh,post_completion_lag_seconds,120.0,0.06572154400536134,0.00016997976222710113,see_archive,2.1.0-r13
meta_order_relaxation,slow,cross,tempered_mittag_leffler_previous_refresh,post_completion_lag_seconds,160.0,0.061702383418260336,0.0005646835061307582,see_archive,2.1.0-r13
meta_order_relaxation,slow,cross,tempered_mittag_leffler_previous_refresh,post_completion_lag_seconds,200.0,0.057600789338627445,0.000723822374920667,see_archive,2.1.0-r13
