figure_id,aggregation_scale,aggregation_unit,curve_type,mechanism,normalized_correlation,absolute_correlation,uncertainty,uncertainty_type,parameter_profile,software_version,scenario,clock_rate,response_rate,alpha_clock,alpha_response
F1,2.9286445646252375,clock characteristic time,analytic,coupling,0.29096024152987243,0.29096024152987243,,not_applicable_deterministic,lambda=1;kappa=0.25;rho_inf=1,1.0.0,response_to_clock_rate_0.25,1.0,0.25,1.0,1.0
F1,3.043219887107722,clock characteristic time,analytic,coupling,0.2998075728367505,0.2998075728367505,,not_applicable_deterministic,lambda=1;kappa=0.25;rho_inf=1,1.0.0,response_to_clock_rate_0.25,1.0,0.25,1.0,1.0
F1,3.1622776601683795,clock characteristic time,analytic,coupling,0.3088354459299667,0.3088354459299667,,not_applicable_deterministic,lambda=1;kappa=0.25;rho_inf=1,1.0.0,response_to_clock_rate_0.25,1.0,0.25,1.0,1.0
F1,3.285993247600654,clock characteristic time,analytic,coupling,0.31804150143274423,0.31804150143274423,,not_applicable_deterministic,lambda=1;kappa=0.25;rho_inf=1,1.0.0,response_to_clock_rate_0.25,1.0,0.25,1.0,1.0
F1,3.4145488738336005,clock characteristic time,analytic,coupling,0.32742289894527543,0.32742289894527543,,not_applicable_deterministic,lambda=1;kappa=0.25;rho_inf=1,1.0.0,response_to_clock_rate_0.25,1.0,0.25,1.0,1.0
F1,3.5481338923357533,clock characteristic time,analytic,coupling,0.33697629794302575,0.33697629794302575,,not_applicable_deterministic,lambda=1;kappa=0.25;rho_inf=1,1.0.0,response_to_clock_rate_0.25,1.0,0.25,1.0,1.0
F1,3.6869450645195734,clock characteristic time,analytic,coupling,0.34669783992254133,0.34669783992254133,,not_applicable_deterministic,lambda=1;kappa=0.25;rho_inf=1,1.0.0,response_to_clock_rate_0.25,1.0,0.25,1.0,1.0
F1,3.831186849557289,clock characteristic time,analytic,coupling,0.3565831320505177,0.3565831320505177,,not_applicable_deterministic,lambda=1;kappa=0.25;rho_inf=1,1.0.0,response_to_clock_rate_0.25,1.0,0.25,1.0,1.0
F1,3.981071705534973,clock characteristic time,analytic,coupling,0.3666272325856703,0.3666272325856703,,not_applicable_deterministic,lambda=1;kappa=0.25;rho_inf=1,1.0.0,response_to_clock_rate_0.25,1.0,0.25,1.0,1.0
F1,4.136820402388507,clock characteristic time,analytic,coupling,0.3768246383550613,0.3768246383550613,,not_applicable_deterministic,lambda=1;kappa=0.25;rho_inf=1,1.0.0,response_to_clock_rate_0.25,1.0,0.25,1.0,1.0
F1,4.298662347082277,clock characteristic time,analytic,coupling,0.38716927457648964,0.38716927457648964,,not_applicable_deterministic,lambda=1;kappa=0.25;rho_inf=1,1.0.0,response_to_clock_rate_0.25,1.0,0.25,1.0,1.0
F1,4.46683592150963,clock characteristic time,analytic,coupling,0.39765448732589515,0.39765448732589515,,not_applicable_deterministic,lambda=1;kappa=0.25;rho_inf=1,1.0.0,response_to_clock_rate_0.25,1.0,0.25,1.0,1.0
F1,4.6415888336127775,clock characteristic time,analytic,coupling,0.40827303895292166,0.40827303895292166,,not_applicable_deterministic,lambda=1;kappa=0.25;rho_inf=1,1.0.0,response_to_clock_rate_0.25,1.0,0.25,1.0,1.0
F1,4.823178482239304,clock characteristic time,analytic,coupling,0.4190171067482842,0.4190171067482842,,not_applicable_deterministic,lambda=1;kappa=0.25;rho_inf=1,1.0.0,response_to_clock_rate_0.25,1.0,0.25,1.0,1.0
F1,5.011872336272719,clock characteristic time,analytic,coupling,0.4298782851628593,0.4298782851628593,,not_applicable_deterministic,lambda=1;kappa=0.25;rho_inf=1,1.0.0,response_to_clock_rate_0.25,1.0,0.25,1.0,1.0
F1,5.207948328595465,clock characteristic time,analytic,coupling,0.4408475918698759,0.4408475918698759,,not_applicable_deterministic,lambda=1;kappa=0.25;rho_inf=1,1.0.0,response_to_clock_rate_0.25,1.0,0.25,1.0,1.0
F1,5.411695265464638,clock characteristic time,analytic,coupling,0.4519154779476986,0.4519154779476986,,not_applicable_deterministic,lambda=1;kappa=0.25;rho_inf=1,1.0.0,response_to_clock_rate_0.25,1.0,0.25,1.0,1.0
F1,5.62341325190349,clock characteristic time,analytic,coupling,0.46307184244093436,0.46307184244093436,,not_applicable_deterministic,lambda=1;kappa=0.25;rho_inf=1,1.0.0,response_to_clock_rate_0.25,1.0,0.25,1.0,1.0
F1,5.843414133735175,clock characteristic time,analytic,coupling,0.4743060515314672,0.4743060515314672,,not_applicable_deterministic,lambda=1;kappa=0.25;rho_inf=1,1.0.0,response_to_clock_rate_0.25,1.0,0.25,1.0,1.0
F1,6.072021956909884,clock characteristic time,analytic,coupling,0.4856069625181352,0.4856069625181352,,not_applicable_deterministic,lambda=1;kappa=0.25;rho_inf=1,1.0.0,response_to_clock_rate_0.25,1.0,0.25,1.0,1.0
F1,6.30957344480193,clock characteristic time,analytic,coupling,0.4969629527637722,0.4969629527637722,,not_applicable_deterministic,lambda=1;kappa=0.25;rho_inf=1,1.0.0,response_to_clock_rate_0.25,1.0,0.25,1.0,1.0
F1,6.556418494179785,clock characteristic time,analytic,coupling,0.508361953721023,0.508361953721023,,not_applicable_deterministic,lambda=1;kappa=0.25;rho_inf=1,1.0.0,response_to_clock_rate_0.25,1.0,0.25,1.0,1.0
F1,6.812920690579615,clock characteristic time,analytic,coupling,0.5197914900936484,0.5197914900936484,,not_applicable_deterministic,lambda=1;kappa=0.25;rho_inf=1,1.0.0,response_to_clock_rate_0.25,1.0,0.25,1.0,1.0
F1,7.07945784384138,clock characteristic time,analytic,coupling,0.5312387241280381,0.5312387241280381,,not_applicable_deterministic,lambda=1;kappa=0.25;rho_inf=1,1.0.0,response_to_clock_rate_0.25,1.0,0.25,1.0,1.0
F1,7.3564225445964135,clock characteristic time,analytic,coupling,0.5426905049606532,0.5426905049606532,,not_applicable_deterministic,lambda=1;kappa=0.25;rho_inf=1,1.0.0,response_to_clock_rate_0.25,1.0,0.25,1.0,1.0
F1,7.644222742526002,clock characteristic time,analytic,coupling,0.5541334228716082,0.5541334228716082,,not_applicable_deterministic,lambda=1;kappa=0.25;rho_inf=1,1.0.0,response_to_clock_rate_0.25,1.0,0.25,1.0,1.0
F1,7.943282347242813,clock characteristic time,analytic,coupling,0.5655538682133558,0.5655538682133558,,not_applicable_deterministic,lambda=1;kappa=0.25;rho_inf=1,1.0.0,response_to_clock_rate_0.25,1.0,0.25,1.0,1.0
F1,8.254041852680182,clock characteristic time,analytic,coupling,0.5769380946974454,0.5769380946974454,,not_applicable_deterministic,lambda=1;kappa=0.25;rho_inf=1,1.0.0,response_to_clock_rate_0.25,1.0,0.25,1.0,1.0
F1,8.576958985908938,clock characteristic time,analytic,coupling,0.5882722866328994,0.5882722866328994,,not_applicable_deterministic,lambda=1;kappa=0.25;rho_inf=1,1.0.0,response_to_clock_rate_0.25,1.0,0.25,1.0,1.0
F1,8.91250938133745,clock characteristic time,analytic,coupling,0.5995426296184521,0.5995426296184521,,not_applicable_deterministic,lambda=1;kappa=0.25;rho_inf=1,1.0.0,response_to_clock_rate_0.25,1.0,0.25,1.0,1.0
F1,9.261187281287937,clock characteristic time,analytic,coupling,0.6107353840995928,0.6107353840995928,,not_applicable_deterministic,lambda=1;kappa=0.25;rho_inf=1,1.0.0,response_to_clock_rate_0.25,1.0,0.25,1.0,1.0
F1,9.623506263980888,clock characteristic time,analytic,coupling,0.6218369611121646,0.6218369611121646,,not_applicable_deterministic,lambda=1;kappa=0.25;rho_inf=1,1.0.0,response_to_clock_rate_0.25,1.0,0.25,1.0,1.0
F1,10.0,clock characteristic time,analytic,coupling,0.6328339994495595,0.6328339994495595,,not_applicable_deterministic,lambda=1;kappa=0.25;rho_inf=1,1.0.0,response_to_clock_rate_0.25,1.0,0.25,1.0,1.0
F1,10.39122303835169,clock characteristic time,analytic,coupling,0.6437134434128737,0.6437134434128737,,not_applicable_deterministic,lambda=1;kappa=0.25;rho_inf=1,1.0.0,response_to_clock_rate_0.25,1.0,0.25,1.0,1.0
F1,10.797751623277094,clock characteristic time,analytic,coupling,0.6544626202354669,0.6544626202354669,,not_applicable_deterministic,lambda=1;kappa=0.25;rho_inf=1,1.0.0,response_to_clock_rate_0.25,1.0,0.25,1.0,1.0
F1,11.220184543019629,clock characteristic time,analytic,coupling,0.665069316217949,0.665069316217949,,not_applicable_deterministic,lambda=1;kappa=0.25;rho_inf=1,1.0.0,response_to_clock_rate_0.25,1.0,0.25,1.0,1.0
F1,11.659144011798311,clock characteristic time,analytic,coupling,0.6755218505694851,0.6755218505694851,,not_applicable_deterministic,lambda=1;kappa=0.25;rho_inf=1,1.0.0,response_to_clock_rate_0.25,1.0,0.25,1.0,1.0
F1,12.115276586285876,clock characteristic time,analytic,coupling,0.6858091459290568,0.6858091459290568,,not_applicable_deterministic,lambda=1;kappa=0.25;rho_inf=1,1.0.0,response_to_clock_rate_0.25,1.0,0.25,1.0,1.0
F1,12.589254117941662,clock characteristic time,analytic,coupling,0.6959207945383823,0.6959207945383823,,not_applicable_deterministic,lambda=1;kappa=0.25;rho_inf=1,1.0.0,response_to_clock_rate_0.25,1.0,0.25,1.0,1.0
F1,13.081774742601928,clock characteristic time,analytic,coupling,0.7058471190585744,0.7058471190585744,,not_applicable_deterministic,lambda=1;kappa=0.25;rho_inf=1,1.0.0,response_to_clock_rate_0.25,1.0,0.25,1.0,1.0
F1,13.593563908785242,clock characteristic time,analytic,coupling,0.7155792270668677,0.7155792270668677,,not_applicable_deterministic,lambda=1;kappa=0.25;rho_inf=1,1.0.0,response_to_clock_rate_0.25,1.0,0.25,1.0,1.0
F1,14.125375446227554,clock characteristic time,analytic,coupling,0.7251090583388031,0.7251090583388031,,not_applicable_deterministic,lambda=1;kappa=0.25;rho_inf=1,1.0.0,response_to_clock_rate_0.25,1.0,0.25,1.0,1.0
F1,14.677992676220706,clock characteristic time,analytic,coupling,0.7344294241152896,0.7344294241152896,,not_applicable_deterministic,lambda=1;kappa=0.25;rho_inf=1,1.0.0,response_to_clock_rate_0.25,1.0,0.25,1.0,1.0
F1,15.252229565390198,clock characteristic time,analytic,coupling,0.7435340376723616,0.7435340376723616,,not_applicable_deterministic,lambda=1;kappa=0.25;rho_inf=1,1.0.0,response_to_clock_rate_0.25,1.0,0.25,1.0,1.0
F1,15.848931924611142,clock characteristic time,analytic,coupling,0.7524175356525944,0.7524175356525944,,not_applicable_deterministic,lambda=1;kappa=0.25;rho_inf=1,1.0.0,response_to_clock_rate_0.25,1.0,0.25,1.0,1.0
F1,16.46897865482869,clock characteristic time,analytic,coupling,0.7610754897785805,0.7610754897785805,,not_applicable_deterministic,lambda=1;kappa=0.25;rho_inf=1,1.0.0,response_to_clock_rate_0.25,1.0,0.25,1.0,1.0
F1,17.11328304161781,clock characteristic time,analytic,coupling,0.7695044087470435,0.7695044087470435,,not_applicable_deterministic,lambda=1;kappa=0.25;rho_inf=1,1.0.0,response_to_clock_rate_0.25,1.0,0.25,1.0,1.0
F1,17.78279410038923,clock characteristic time,analytic,coupling,0.7777017302927127,0.7777017302927127,,not_applicable_deterministic,lambda=1;kappa=0.25;rho_inf=1,1.0.0,response_to_clock_rate_0.25,1.0,0.25,1.0,1.0
F1,18.478497974222908,clock characteristic time,analytic,coupling,0.7856658036087367,0.7856658036087367,,not_applicable_deterministic,lambda=1;kappa=0.25;rho_inf=1,1.0.0,response_to_clock_rate_0.25,1.0,0.25,1.0,1.0
F1,19.20141938638801,clock characteristic time,analytic,coupling,0.7933958625092643,0.7933958625092643,,not_applicable_deterministic,lambda=1;kappa=0.25;rho_inf=1,1.0.0,response_to_clock_rate_0.25,1.0,0.25,1.0,1.0
F1,19.952623149688787,clock characteristic time,analytic,coupling,0.8008919899134876,0.8008919899134876,,not_applicable_deterministic,lambda=1;kappa=0.25;rho_inf=1,1.0.0,response_to_clock_rate_0.25,1.0,0.25,1.0,1.0
F1,20.73321573485954,clock characteristic time,analytic,coupling,0.8081550744123047,0.8081550744123047,,not_applicable_deterministic,lambda=1;kappa=0.25;rho_inf=1,1.0.0,response_to_clock_rate_0.25,1.0,0.25,1.0,1.0
F1,21.54434690031882,clock characteristic time,analytic,coupling,0.8151867598422877,0.8151867598422877,,not_applicable_deterministic,lambda=1;kappa=0.25;rho_inf=1,1.0.0,response_to_clock_rate_0.25,1.0,0.25,1.0,1.0
F1,22.38721138568338,clock characteristic time,analytic,coupling,0.8219893889307043,0.8219893889307043,,not_applicable_deterministic,lambda=1;kappa=0.25;rho_inf=1,1.0.0,response_to_clock_rate_0.25,1.0,0.25,1.0,1.0
F1,23.263050671536238,clock characteristic time,analytic,coupling,0.8285659421844915,0.8285659421844915,,not_applicable_deterministic,lambda=1;kappa=0.25;rho_inf=1,1.0.0,response_to_clock_rate_0.25,1.0,0.25,1.0,1.0
F1,24.173154808041012,clock characteristic time,analytic,coupling,0.8349199732709648,0.8349199732709648,,not_applicable_deterministic,lambda=1;kappa=0.25;rho_inf=1,1.0.0,response_to_clock_rate_0.25,1.0,0.25,1.0,1.0
F1,25.11886431509582,clock characteristic time,analytic,coupling,0.8410555421755721,0.8410555421755721,,not_applicable_deterministic,lambda=1;kappa=0.25;rho_inf=1,1.0.0,response_to_clock_rate_0.25,1.0,0.25,1.0,1.0
F1,26.101572156825384,clock characteristic time,analytic,coupling,0.8469771474206749,0.8469771474206749,,not_applicable_deterministic,lambda=1;kappa=0.25;rho_inf=1,1.0.0,response_to_clock_rate_0.25,1.0,0.25,1.0,1.0
F1,27.122725793320296,clock characteristic time,analytic,coupling,0.8526896585893233,0.8526896585893233,,not_applicable_deterministic,lambda=1;kappa=0.25;rho_inf=1,1.0.0,response_to_clock_rate_0.25,1.0,0.25,1.0,1.0
F1,28.183829312644548,clock characteristic time,analytic,coupling,0.858198250321223,0.858198250321223,,not_applicable_deterministic,lambda=1;kappa=0.25;rho_inf=1,1.0.0,response_to_clock_rate_0.25,1.0,0.25,1.0,1.0
F1,29.28644564625237,clock characteristic time,analytic,coupling,0.8635083388382062,0.8635083388382062,,not_applicable_deterministic,lambda=1;kappa=0.25;rho_inf=1,1.0.0,response_to_clock_rate_0.25,1.0,0.25,1.0,1.0
F1,30.432198871077222,clock characteristic time,analytic,coupling,0.8686255219186823,0.8686255219186823,,not_applicable_deterministic,lambda=1;kappa=0.25;rho_inf=1,1.0.0,response_to_clock_rate_0.25,1.0,0.25,1.0,1.0
F1,31.622776601683793,clock characteristic time,analytic,coupling,0.8735555230811933,0.8735555230811933,,not_applicable_deterministic,lambda=1;kappa=0.25;rho_inf=1,1.0.0,response_to_clock_rate_0.25,1.0,0.25,1.0,1.0
F1,32.85993247600654,clock characteristic time,analytic,coupling,0.8783041405637088,0.8783041405637088,,not_applicable_deterministic,lambda=1;kappa=0.25;rho_inf=1,1.0.0,response_to_clock_rate_0.25,1.0,0.25,1.0,1.0
F1,34.145488738336006,clock characteristic time,analytic,coupling,0.8828772015054763,0.8828772015054763,,not_applicable_deterministic,lambda=1;kappa=0.25;rho_inf=1,1.0.0,response_to_clock_rate_0.25,1.0,0.25,1.0,1.0
F1,35.481338923357534,clock characteristic time,analytic,coupling,0.8872805215600047,0.8872805215600047,,not_applicable_deterministic,lambda=1;kappa=0.25;rho_inf=1,1.0.0,response_to_clock_rate_0.25,1.0,0.25,1.0,1.0
F1,36.869450645195734,clock characteristic time,analytic,coupling,0.8915198699984581,0.8915198699984581,,not_applicable_deterministic,lambda=1;kappa=0.25;rho_inf=1,1.0.0,response_to_clock_rate_0.25,1.0,0.25,1.0,1.0
F1,38.31186849557285,clock characteristic time,analytic,coupling,0.8956009402089677,0.8956009402089677,,not_applicable_deterministic,lambda=1;kappa=0.25;rho_inf=1,1.0.0,response_to_clock_rate_0.25,1.0,0.25,1.0,1.0
F1,39.81071705534969,clock characteristic time,analytic,coupling,0.8995293253643657,0.8995293253643657,,not_applicable_deterministic,lambda=1;kappa=0.25;rho_inf=1,1.0.0,response_to_clock_rate_0.25,1.0,0.25,1.0,1.0
F1,41.36820402388503,clock characteristic time,analytic,coupling,0.9033104989224159,0.9033104989224159,,not_applicable_deterministic,lambda=1;kappa=0.25;rho_inf=1,1.0.0,response_to_clock_rate_0.25,1.0,0.25,1.0,1.0
F1,42.98662347082272,clock characteristic time,analytic,coupling,0.9069497995408651,0.9069497995408651,,not_applicable_deterministic,lambda=1;kappa=0.25;rho_inf=1,1.0.0,response_to_clock_rate_0.25,1.0,0.25,1.0,1.0
F1,44.668359215096345,clock characteristic time,analytic,coupling,0.9104524199350077,0.9104524199350077,,not_applicable_deterministic,lambda=1;kappa=0.25;rho_inf=1,1.0.0,response_to_clock_rate_0.25,1.0,0.25,1.0,1.0
F1,46.41588833612782,clock characteristic time,analytic,coupling,0.9138233991768566,0.9138233991768566,,not_applicable_deterministic,lambda=1;kappa=0.25;rho_inf=1,1.0.0,response_to_clock_rate_0.25,1.0,0.25,1.0,1.0
F1,48.23178482239309,clock characteristic time,analytic,coupling,0.9170676179299796,0.9170676179299796,,not_applicable_deterministic,lambda=1;kappa=0.25;rho_inf=1,1.0.0,response_to_clock_rate_0.25,1.0,0.25,1.0,1.0
F1,50.118723362727245,clock characteristic time,analytic,coupling,0.9201897961291382,0.9201897961291382,,not_applicable_deterministic,lambda=1;kappa=0.25;rho_inf=1,1.0.0,response_to_clock_rate_0.25,1.0,0.25,1.0,1.0
F1,52.07948328595465,clock characteristic time,analytic,coupling,0.9231944926449314,0.9231944926449314,,not_applicable_deterministic,lambda=1;kappa=0.25;rho_inf=1,1.0.0,response_to_clock_rate_0.25,1.0,0.25,1.0,1.0
F1,54.116952654646376,clock characteristic time,analytic,coupling,0.9260861065162689,0.9260861065162689,,not_applicable_deterministic,lambda=1;kappa=0.25;rho_inf=1,1.0.0,response_to_clock_rate_0.25,1.0,0.25,1.0,1.0
F1,56.23413251903491,clock characteristic time,analytic,coupling,0.9288688793833393,0.9288688793833393,,not_applicable_deterministic,lambda=1;kappa=0.25;rho_inf=1,1.0.0,response_to_clock_rate_0.25,1.0,0.25,1.0,1.0
F1,58.434141337351754,clock characteristic time,analytic,coupling,0.9315468988067974,0.9315468988067974,,not_applicable_deterministic,lambda=1;kappa=0.25;rho_inf=1,1.0.0,response_to_clock_rate_0.25,1.0,0.25,1.0,1.0
F1,60.72021956909884,clock characteristic time,analytic,coupling,0.9341241022117884,0.9341241022117884,,not_applicable_deterministic,lambda=1;kappa=0.25;rho_inf=1,1.0.0,response_to_clock_rate_0.25,1.0,0.25,1.0,1.0
F1,63.0957344480193,clock characteristic time,analytic,coupling,0.9366042812454705,0.9366042812454705,,not_applicable_deterministic,lambda=1;kappa=0.25;rho_inf=1,1.0.0,response_to_clock_rate_0.25,1.0,0.25,1.0,1.0
F1,65.56418494179785,clock characteristic time,analytic,coupling,0.9389910863820135,0.9389910863820135,,not_applicable_deterministic,lambda=1;kappa=0.25;rho_inf=1,1.0.0,response_to_clock_rate_0.25,1.0,0.25,1.0,1.0
F1,68.12920690579608,clock characteristic time,analytic,coupling,0.9412880316484968,0.9412880316484968,,not_applicable_deterministic,lambda=1;kappa=0.25;rho_inf=1,1.0.0,response_to_clock_rate_0.25,1.0,0.25,1.0,1.0
F1,70.79457843841374,clock characteristic time,analytic,coupling,0.9434984993782414,0.9434984993782414,,not_applicable_deterministic,lambda=1;kappa=0.25;rho_inf=1,1.0.0,response_to_clock_rate_0.25,1.0,0.25,1.0,1.0
F1,73.56422544596406,clock characteristic time,analytic,coupling,0.9456257449249504,0.9456257449249504,,not_applicable_deterministic,lambda=1;kappa=0.25;rho_inf=1,1.0.0,response_to_clock_rate_0.25,1.0,0.25,1.0,1.0
F1,76.44222742525994,clock characteristic time,analytic,coupling,0.9476729012920849,0.9476729012920849,,not_applicable_deterministic,lambda=1;kappa=0.25;rho_inf=1,1.0.0,response_to_clock_rate_0.25,1.0,0.25,1.0,1.0
F1,79.43282347242821,clock characteristic time,analytic,coupling,0.9496429836478387,0.9496429836478387,,not_applicable_deterministic,lambda=1;kappa=0.25;rho_inf=1,1.0.0,response_to_clock_rate_0.25,1.0,0.25,1.0,1.0
F1,82.5404185268019,clock characteristic time,analytic,coupling,0.951538893707784,0.951538893707784,,not_applicable_deterministic,lambda=1;kappa=0.25;rho_inf=1,1.0.0,response_to_clock_rate_0.25,1.0,0.25,1.0,1.0
F1,85.76958985908946,clock characteristic time,analytic,coupling,0.953363423975527,0.953363423975527,,not_applicable_deterministic,lambda=1;kappa=0.25;rho_inf=1,1.0.0,response_to_clock_rate_0.25,1.0,0.25,1.0,1.0
F1,89.12509381337459,clock characteristic time,analytic,coupling,0.9551192618373714,0.9551192618373714,,not_applicable_deterministic,lambda=1;kappa=0.25;rho_inf=1,1.0.0,response_to_clock_rate_0.25,1.0,0.25,1.0,1.0
F1,92.61187281287937,clock characteristic time,analytic,coupling,0.9568089935106951,0.9568089935106951,,not_applicable_deterministic,lambda=1;kappa=0.25;rho_inf=1,1.0.0,response_to_clock_rate_0.25,1.0,0.25,1.0,1.0
F1,96.23506263980887,clock characteristic time,analytic,coupling,0.9584351078480728,0.9584351078480728,,not_applicable_deterministic,lambda=1;kappa=0.25;rho_inf=1,1.0.0,response_to_clock_rate_0.25,1.0,0.25,1.0,1.0
F1,100.0,clock characteristic time,analytic,coupling,0.9600000000005555,0.9600000000005555,,not_applicable_deterministic,lambda=1;kappa=0.25;rho_inf=1,1.0.0,response_to_clock_rate_0.25,1.0,0.25,1.0,1.0
F1,0.001,clock characteristic time,analytic,combined,6.247396560169844e-08,6.247396560169844e-08,,not_applicable_deterministic,lambda=1;kappa=0.25;rho_inf=1,1.0.0,response_to_clock_rate_0.25,1.0,0.25,1.0,1.0
F1,0.001039122303835169,clock characteristic time,analytic,combined,6.745673688910717e-08,6.745673688910717e-08,,not_applicable_deterministic,lambda=1;kappa=0.25;rho_inf=1,1.0.0,response_to_clock_rate_0.25,1.0,0.25,1.0,1.0
F1,0.0010797751623277093,clock characteristic time,analytic,combined,7.283687543794121e-08,7.283687543794121e-08,,not_applicable_deterministic,lambda=1;kappa=0.25;rho_inf=1,1.0.0,response_to_clock_rate_0.25,1.0,0.25,1.0,1.0
F1,0.001122018454301963,clock characteristic time,analytic,combined,7.864606492450651e-08,7.864606492450651e-08,,not_applicable_deterministic,lambda=1;kappa=0.25;rho_inf=1,1.0.0,response_to_clock_rate_0.25,1.0,0.25,1.0,1.0
F1,0.0011659144011798323,clock characteristic time,analytic,combined,8.491851460004504e-08,8.491851460004504e-08,,not_applicable_deterministic,lambda=1;kappa=0.25;rho_inf=1,1.0.0,response_to_clock_rate_0.25,1.0,0.25,1.0,1.0
F1,0.001211527658628589,clock characteristic time,analytic,combined,9.169116052524776e-08,9.169116052524776e-08,,not_applicable_deterministic,lambda=1;kappa=0.25;rho_inf=1,1.0.0,response_to_clock_rate_0.25,1.0,0.25,1.0,1.0
F1,0.0012589254117941675,clock characteristic time,analytic,combined,9.900388282896468e-08,9.900388282896468e-08,,not_applicable_deterministic,lambda=1;kappa=0.25;rho_inf=1,1.0.0,response_to_clock_rate_0.25,1.0,0.25,1.0,1.0
F1,0.0013081774742601943,clock characteristic time,analytic,combined,1.0689974026547076e-07,1.0689974026547076e-07,,not_applicable_deterministic,lambda=1;kappa=0.25;rho_inf=1,1.0.0,response_to_clock_rate_0.25,1.0,0.25,1.0,1.0
F1,0.0013593563908785254,clock characteristic time,analytic,combined,1.1542522344597311e-07,1.1542522344597311e-07,,not_applicable_deterministic,lambda=1;kappa=0.25;rho_inf=1,1.0.0,response_to_clock_rate_0.25,1.0,0.25,1.0,1.0
F1,0.001412537544622754,clock characteristic time,analytic,combined,1.246305282299605e-07,1.246305282299605e-07,,not_applicable_deterministic,lambda=1;kappa=0.25;rho_inf=1,1.0.0,response_to_clock_rate_0.25,1.0,0.25,1.0,1.0
F1,0.001467799267622069,clock characteristic time,analytic,combined,1.3456985087953228e-07,1.3456985087953228e-07,,not_applicable_deterministic,lambda=1;kappa=0.25;rho_inf=1,1.0.0,response_to_clock_rate_0.25,1.0,0.25,1.0,1.0
F1,0.0015252229565390183,clock characteristic time,analytic,combined,1.453017067066264e-07,1.453017067066264e-07,,not_applicable_deterministic,lambda=1;kappa=0.25;rho_inf=1,1.0.0,response_to_clock_rate_0.25,1.0,0.25,1.0,1.0
F1,0.001584893192461114,clock characteristic time,analytic,combined,1.56889274081407e-07,1.56889274081407e-07,,not_applicable_deterministic,lambda=1;kappa=0.25;rho_inf=1,1.0.0,response_to_clock_rate_0.25,1.0,0.25,1.0,1.0
F1,0.0016468978654828688,clock characteristic time,analytic,combined,1.694007658177025e-07,1.694007658177025e-07,,not_applicable_deterministic,lambda=1;kappa=0.25;rho_inf=1,1.0.0,response_to_clock_rate_0.25,1.0,0.25,1.0,1.0
F1,0.001711328304161781,clock characteristic time,analytic,combined,1.829098301110094e-07,1.829098301110094e-07,,not_applicable_deterministic,lambda=1;kappa=0.25;rho_inf=1,1.0.0,response_to_clock_rate_0.25,1.0,0.25,1.0,1.0
F1,0.0017782794100389228,clock characteristic time,analytic,combined,1.974959833782972e-07,1.974959833782972e-07,,not_applicable_deterministic,lambda=1;kappa=0.25;rho_inf=1,1.0.0,response_to_clock_rate_0.25,1.0,0.25,1.0,1.0
F1,0.0018478497974222907,clock characteristic time,analytic,combined,2.1324507753323786e-07,2.1324507753323786e-07,,not_applicable_deterministic,lambda=1;kappa=0.25;rho_inf=1,1.0.0,response_to_clock_rate_0.25,1.0,0.25,1.0,1.0
F1,0.001920141938638801,clock characteristic time,analytic,combined,2.3024980443411218e-07,2.3024980443411218e-07,,not_applicable_deterministic,lambda=1;kappa=0.25;rho_inf=1,1.0.0,response_to_clock_rate_0.25,1.0,0.25,1.0,1.0
F1,0.001995262314968879,clock characteristic time,analytic,combined,2.4861024045540766e-07,2.4861024045540766e-07,,not_applicable_deterministic,lambda=1;kappa=0.25;rho_inf=1,1.0.0,response_to_clock_rate_0.25,1.0,0.25,1.0,1.0
F1,0.002073321573485954,clock characteristic time,analytic,combined,2.684344343709136e-07,2.684344343709136e-07,,not_applicable_deterministic,lambda=1;kappa=0.25;rho_inf=1,1.0.0,response_to_clock_rate_0.25,1.0,0.25,1.0,1.0
F1,0.0021544346900318843,clock characteristic time,analytic,combined,2.8983904198651807e-07,2.8983904198651807e-07,,not_applicable_deterministic,lambda=1;kappa=0.25;rho_inf=1,1.0.0,response_to_clock_rate_0.25,1.0,0.25,1.0,1.0
F1,0.00223872113856834,clock characteristic time,analytic,combined,3.1295001123453405e-07,3.1295001123453405e-07,,not_applicable_deterministic,lambda=1;kappa=0.25;rho_inf=1,1.0.0,response_to_clock_rate_0.25,1.0,0.25,1.0,1.0
F1,0.0023263050671536263,clock characteristic time,analytic,combined,3.3790332173469674e-07,3.3790332173469674e-07,,not_applicable_deterministic,lambda=1;kappa=0.25;rho_inf=1,1.0.0,response_to_clock_rate_0.25,1.0,0.25,1.0,1.0
F1,0.0024173154808041037,clock characteristic time,analytic,combined,3.648457831440225e-07,3.648457831440225e-07,,not_applicable_deterministic,lambda=1;kappa=0.25;rho_inf=1,1.0.0,response_to_clock_rate_0.25,1.0,0.25,1.0,1.0
F1,0.0025118864315095794,clock characteristic time,analytic,combined,3.9393589696048643e-07,3.9393589696048643e-07,,not_applicable_deterministic,lambda=1;kappa=0.25;rho_inf=1,1.0.0,response_to_clock_rate_0.25,1.0,0.25,1.0,1.0
F1,0.0026101572156825357,clock characteristic time,analytic,combined,4.2534478681293285e-07,4.2534478681293285e-07,,not_applicable_deterministic,lambda=1;kappa=0.25;rho_inf=1,1.0.0,response_to_clock_rate_0.25,1.0,0.25,1.0,1.0
