figure_id,aggregation_scale,aggregation_unit,scenario,mechanism,sensitivity_parameter,local_elasticity,clock_rate,response_rate,software_version
F2,14.125375446227554,clock characteristic time,response_to_clock_rate_0.25,response,response_rate,0.3387426736286758,1.0,0.25,1.0.0
F2,14.677992676220706,clock characteristic time,response_to_clock_rate_0.25,response,response_rate,0.32689501532130416,1.0,0.25,1.0.0
F2,15.252229565390198,clock characteristic time,response_to_clock_rate_0.25,response,response_rate,0.31523156134700636,1.0,0.25,1.0.0
F2,15.848931924611142,clock characteristic time,response_to_clock_rate_0.25,response,response_rate,0.3037699937994415,1.0,0.25,1.0.0
F2,16.46897865482869,clock characteristic time,response_to_clock_rate_0.25,response,response_rate,0.29252705933833134,1.0,0.25,1.0.0
F2,17.11328304161781,clock characteristic time,response_to_clock_rate_0.25,response,response_rate,0.2815184189066698,1.0,0.25,1.0.0
F2,17.78279410038923,clock characteristic time,response_to_clock_rate_0.25,response,response_rate,0.27075850711737953,1.0,0.25,1.0.0
F2,18.478497974222908,clock characteristic time,response_to_clock_rate_0.25,response,response_rate,0.2602604044973264,1.0,0.25,1.0.0
F2,19.20141938638801,clock characteristic time,response_to_clock_rate_0.25,response,response_rate,0.25003572566408017,1.0,0.25,1.0.0
F2,19.952623149688787,clock characteristic time,response_to_clock_rate_0.25,response,response_rate,0.24009452628242325,1.0,0.25,1.0.0
F2,20.73321573485954,clock characteristic time,response_to_clock_rate_0.25,response,response_rate,0.23044523130052438,1.0,0.25,1.0.0
F2,21.54434690031882,clock characteristic time,response_to_clock_rate_0.25,response,response_rate,0.22109458650310213,1.0,0.25,1.0.0
F2,22.38721138568338,clock characteristic time,response_to_clock_rate_0.25,response,response_rate,0.21204763485059755,1.0,0.25,1.0.0
F2,23.263050671536238,clock characteristic time,response_to_clock_rate_0.25,response,response_rate,0.2033077184161054,1.0,0.25,1.0.0
F2,24.173154808041012,clock characteristic time,response_to_clock_rate_0.25,response,response_rate,0.19487650600898893,1.0,0.25,1.0.0
F2,25.11886431509582,clock characteristic time,response_to_clock_rate_0.25,response,response_rate,0.1867540458150947,1.0,0.25,1.0.0
F2,26.101572156825384,clock characteristic time,response_to_clock_rate_0.25,response,response_rate,0.17893884162222562,1.0,0.25,1.0.0
F2,27.122725793320296,clock characteristic time,response_to_clock_rate_0.25,response,response_rate,0.1714279504726857,1.0,0.25,1.0.0
F2,28.183829312644548,clock characteristic time,response_to_clock_rate_0.25,response,response_rate,0.164217098929387,1.0,0.25,1.0.0
F2,29.28644564625237,clock characteristic time,response_to_clock_rate_0.25,response,response_rate,0.15730081459310186,1.0,0.25,1.0.0
F2,30.432198871077222,clock characteristic time,response_to_clock_rate_0.25,response,response_rate,0.15067256909615637,1.0,0.25,1.0.0
F2,31.622776601683793,clock characteristic time,response_to_clock_rate_0.25,response,response_rate,0.1443249285450794,1.0,0.25,1.0.0
F2,32.85993247600654,clock characteristic time,response_to_clock_rate_0.25,response,response_rate,0.13824970730513333,1.0,0.25,1.0.0
F2,34.145488738336006,clock characteristic time,response_to_clock_rate_0.25,response,response_rate,0.13243812111631117,1.0,0.25,1.0.0
F2,35.481338923357534,clock characteristic time,response_to_clock_rate_0.25,response,response_rate,0.12688093579520002,1.0,0.25,1.0.0
F2,36.869450645195734,clock characteristic time,response_to_clock_rate_0.25,response,response_rate,0.12156860819130769,1.0,0.25,1.0.0
F2,38.31186849557285,clock characteristic time,response_to_clock_rate_0.25,response,response_rate,0.11649141660186016,1.0,0.25,1.0.0
F2,39.81071705534969,clock characteristic time,response_to_clock_rate_0.25,response,response_rate,0.11163957847043075,1.0,0.25,1.0.0
F2,41.36820402388503,clock characteristic time,response_to_clock_rate_0.25,response,response_rate,0.10700335386246128,1.0,0.25,1.0.0
F2,42.98662347082272,clock characteristic time,response_to_clock_rate_0.25,response,response_rate,0.10257313388412746,1.0,0.25,1.0.0
F2,44.668359215096345,clock characteristic time,response_to_clock_rate_0.25,response,response_rate,0.09833951385158997,1.0,0.25,1.0.0
F2,46.41588833612782,clock characteristic time,response_to_clock_rate_0.25,response,response_rate,0.09429335159209286,1.0,0.25,1.0.0
F2,48.23178482239309,clock characteristic time,response_to_clock_rate_0.25,response,response_rate,0.09042581174072181,1.0,0.25,1.0.0
F2,50.118723362727245,clock characteristic time,response_to_clock_rate_0.25,response,response_rate,0.08672839727002096,1.0,0.25,1.0.0
F2,52.07948328595465,clock characteristic time,response_to_clock_rate_0.25,response,response_rate,0.0831929697467326,1.0,0.25,1.0.0
F2,54.116952654646376,clock characteristic time,response_to_clock_rate_0.25,response,response_rate,0.07981175995252451,1.0,0.25,1.0.0
F2,56.23413251903491,clock characteristic time,response_to_clock_rate_0.25,response,response_rate,0.07657737054348446,1.0,0.25,1.0.0
F2,58.434141337351754,clock characteristic time,response_to_clock_rate_0.25,response,response_rate,0.07348277237226812,1.0,0.25,1.0.0
F2,60.72021956909884,clock characteristic time,response_to_clock_rate_0.25,response,response_rate,0.07052129597680078,1.0,0.25,1.0.0
F2,63.0957344480193,clock characteristic time,response_to_clock_rate_0.25,response,response_rate,0.06768661957161412,1.0,0.25,1.0.0
F2,65.56418494179785,clock characteristic time,response_to_clock_rate_0.25,response,response_rate,0.06497275468291962,1.0,0.25,1.0.0
F2,68.12920690579608,clock characteristic time,response_to_clock_rate_0.25,response,response_rate,0.062374030364761454,1.0,0.25,1.0.0
F2,70.79457843841374,clock characteristic time,response_to_clock_rate_0.25,response,response_rate,0.05988507673598527,1.0,0.25,1.0.0
F2,73.56422544596406,clock characteristic time,response_to_clock_rate_0.25,response,response_rate,0.05750080839718406,1.0,0.25,1.0.0
F2,76.44222742525994,clock characteristic time,response_to_clock_rate_0.25,response,response_rate,0.05521640813005066,1.0,0.25,1.0.0
F2,79.43282347242821,clock characteristic time,response_to_clock_rate_0.25,response,response_rate,0.05302731115179481,1.0,0.25,1.0.0
F2,82.5404185268019,clock characteristic time,response_to_clock_rate_0.25,response,response_rate,0.050929190094602866,1.0,0.25,1.0.0
F2,85.76958985908946,clock characteristic time,response_to_clock_rate_0.25,response,response_rate,0.04891794080249413,1.0,0.25,1.0.0
F2,89.12509381337459,clock characteristic time,response_to_clock_rate_0.25,response,response_rate,0.04698966898200338,1.0,0.25,1.0.0
F2,92.61187281287937,clock characteristic time,response_to_clock_rate_0.25,response,response_rate,0.045140677704926926,1.0,0.25,1.0.0
F2,96.23506263980887,clock characteristic time,response_to_clock_rate_0.25,response,response_rate,0.04336745573693977,1.0,0.25,1.0.0
F2,100.0,clock characteristic time,response_to_clock_rate_0.25,response,response_rate,0.04166666665159729,1.0,0.25,1.0.0
F2,0.001,clock characteristic time,response_to_clock_rate_0.25,combined,common_rate_scale,1.9995833923573492,1.0,0.25,1.0.0
F2,0.001039122303835169,clock characteristic time,response_to_clock_rate_0.25,combined,common_rate_scale,1.9995670962884013,1.0,0.25,1.0.0
F2,0.0010797751623277093,clock characteristic time,response_to_clock_rate_0.25,combined,common_rate_scale,1.9995501624198937,1.0,0.25,1.0.0
F2,0.001122018454301963,clock characteristic time,response_to_clock_rate_0.25,combined,common_rate_scale,1.9995325666227983,1.0,0.25,1.0.0
F2,0.0011659144011798323,clock characteristic time,response_to_clock_rate_0.25,combined,common_rate_scale,1.9995142826738292,1.0,0.25,1.0.0
F2,0.001211527658628589,clock characteristic time,response_to_clock_rate_0.25,combined,common_rate_scale,1.9994952832987682,1.0,0.25,1.0.0
F2,0.0012589254117941675,clock characteristic time,response_to_clock_rate_0.25,combined,common_rate_scale,1.9994755414172327,1.0,0.25,1.0.0
F2,0.0013081774742601943,clock characteristic time,response_to_clock_rate_0.25,combined,common_rate_scale,1.9994550270142302,1.0,0.25,1.0.0
F2,0.0013593563908785254,clock characteristic time,response_to_clock_rate_0.25,combined,common_rate_scale,1.9994337106941549,1.0,0.25,1.0.0
F2,0.001412537544622754,clock characteristic time,response_to_clock_rate_0.25,combined,common_rate_scale,1.999411560389696,1.0,0.25,1.0.0
F2,0.001467799267622069,clock characteristic time,response_to_clock_rate_0.25,combined,common_rate_scale,1.9993885441851655,1.0,0.25,1.0.0
F2,0.0015252229565390183,clock characteristic time,response_to_clock_rate_0.25,combined,common_rate_scale,1.999364627755561,1.0,0.25,1.0.0
F2,0.001584893192461114,clock characteristic time,response_to_clock_rate_0.25,combined,common_rate_scale,1.999339776075652,1.0,0.25,1.0.0
F2,0.0016468978654828688,clock characteristic time,response_to_clock_rate_0.25,combined,common_rate_scale,1.999313952679083,1.0,0.25,1.0.0
F2,0.001711328304161781,clock characteristic time,response_to_clock_rate_0.25,combined,common_rate_scale,1.9992871193863913,1.0,0.25,1.0.0
F2,0.0017782794100389228,clock characteristic time,response_to_clock_rate_0.25,combined,common_rate_scale,1.9992592368104236,1.0,0.25,1.0.0
F2,0.0018478497974222907,clock characteristic time,response_to_clock_rate_0.25,combined,common_rate_scale,1.999230264071294,1.0,0.25,1.0.0
F2,0.001920141938638801,clock characteristic time,response_to_clock_rate_0.25,combined,common_rate_scale,1.9992001585009758,1.0,0.25,1.0.0
F2,0.001995262314968879,clock characteristic time,response_to_clock_rate_0.25,combined,common_rate_scale,1.9991688756963126,1.0,0.25,1.0.0
F2,0.002073321573485954,clock characteristic time,response_to_clock_rate_0.25,combined,common_rate_scale,1.999136369666306,1.0,0.25,1.0.0
F2,0.0021544346900318843,clock characteristic time,response_to_clock_rate_0.25,combined,common_rate_scale,1.9991025927860226,1.0,0.25,1.0.0
F2,0.00223872113856834,clock characteristic time,response_to_clock_rate_0.25,combined,common_rate_scale,1.9990674953127803,1.0,0.25,1.0.0
F2,0.0023263050671536263,clock characteristic time,response_to_clock_rate_0.25,combined,common_rate_scale,1.999031025626655,1.0,0.25,1.0.0
F2,0.0024173154808041037,clock characteristic time,response_to_clock_rate_0.25,combined,common_rate_scale,1.9989931301187065,1.0,0.25,1.0.0
F2,0.0025118864315095794,clock characteristic time,response_to_clock_rate_0.25,combined,common_rate_scale,1.9989537529819255,1.0,0.25,1.0.0
F2,0.0026101572156825357,clock characteristic time,response_to_clock_rate_0.25,combined,common_rate_scale,1.9989128366075595,1.0,0.25,1.0.0
F2,0.0027122725793320298,clock characteristic time,response_to_clock_rate_0.25,combined,common_rate_scale,1.9988703205815828,1.0,0.25,1.0.0
F2,0.002818382931264455,clock characteristic time,response_to_clock_rate_0.25,combined,common_rate_scale,1.9988261425586273,1.0,0.25,1.0.0
F2,0.0029286445646252374,clock characteristic time,response_to_clock_rate_0.25,combined,common_rate_scale,1.998780237609438,1.0,0.25,1.0.0
F2,0.003043219887107722,clock characteristic time,response_to_clock_rate_0.25,combined,common_rate_scale,1.9987325382618888,1.0,0.25,1.0.0
F2,0.0031622776601683794,clock characteristic time,response_to_clock_rate_0.25,combined,common_rate_scale,1.9986829744847876,1.0,0.25,1.0.0
F2,0.003285993247600654,clock characteristic time,response_to_clock_rate_0.25,combined,common_rate_scale,1.9986314733969754,1.0,0.25,1.0.0
F2,0.003414548873833601,clock characteristic time,response_to_clock_rate_0.25,combined,common_rate_scale,1.9985779593726445,1.0,0.25,1.0.0
F2,0.0035481338923357532,clock characteristic time,response_to_clock_rate_0.25,combined,common_rate_scale,1.9985223538219432,1.0,0.25,1.0.0
F2,0.0036869450645195733,clock characteristic time,response_to_clock_rate_0.25,combined,common_rate_scale,1.9984645750881995,1.0,0.25,1.0.0
F2,0.003831186849557289,clock characteristic time,response_to_clock_rate_0.25,combined,common_rate_scale,1.9984045383311488,1.0,0.25,1.0.0
F2,0.003981071705534973,clock characteristic time,response_to_clock_rate_0.25,combined,common_rate_scale,1.998342155402016,1.0,0.25,1.0.0
F2,0.004136820402388507,clock characteristic time,response_to_clock_rate_0.25,combined,common_rate_scale,1.9982773347354685,1.0,0.25,1.0.0
F2,0.004298662347082277,clock characteristic time,response_to_clock_rate_0.25,combined,common_rate_scale,1.998209981099134,1.0,0.25,1.0.0
F2,0.0044668359215096305,clock characteristic time,response_to_clock_rate_0.25,combined,common_rate_scale,1.9981399957568236,1.0,0.25,1.0.0
F2,0.004641588833612777,clock characteristic time,response_to_clock_rate_0.25,combined,common_rate_scale,1.998067276116196,1.0,0.25,1.0.0
F2,0.004823178482239309,clock characteristic time,response_to_clock_rate_0.25,combined,common_rate_scale,1.9979917149416457,1.0,0.25,1.0.0
F2,0.005011872336272725,clock characteristic time,response_to_clock_rate_0.25,combined,common_rate_scale,1.9979132019897778,1.0,0.25,1.0.0
F2,0.005207948328595465,clock characteristic time,response_to_clock_rate_0.25,combined,common_rate_scale,1.9978316219901884,1.0,0.25,1.0.0
F2,0.0054116952654646375,clock characteristic time,response_to_clock_rate_0.25,combined,common_rate_scale,1.9977468551588653,1.0,0.25,1.0.0
F2,0.005623413251903491,clock characteristic time,response_to_clock_rate_0.25,combined,common_rate_scale,1.997658777062571,1.0,0.25,1.0.0
F2,0.005843414133735175,clock characteristic time,response_to_clock_rate_0.25,combined,common_rate_scale,1.997567258939802,1.0,0.25,1.0.0
F2,0.006072021956909884,clock characteristic time,response_to_clock_rate_0.25,combined,common_rate_scale,1.997472166318496,1.0,0.25,1.0.0
F2,0.006309573444801929,clock characteristic time,response_to_clock_rate_0.25,combined,common_rate_scale,1.9973733601210903,1.0,0.25,1.0.0
F2,0.006556418494179785,clock characteristic time,response_to_clock_rate_0.25,combined,common_rate_scale,1.9972706953147115,1.0,0.25,1.0.0
F2,0.006812920690579615,clock characteristic time,response_to_clock_rate_0.25,combined,common_rate_scale,1.9971640216400095,1.0,0.25,1.0.0
F2,0.00707945784384138,clock characteristic time,response_to_clock_rate_0.25,combined,common_rate_scale,1.9970531829817022,1.0,0.25,1.0.0
F2,0.007356422544596414,clock characteristic time,response_to_clock_rate_0.25,combined,common_rate_scale,1.9969380168472823,1.0,0.25,1.0.0
F2,0.007644222742526002,clock characteristic time,response_to_clock_rate_0.25,combined,common_rate_scale,1.9968183547784693,1.0,0.25,1.0.0
F2,0.007943282347242814,clock characteristic time,response_to_clock_rate_0.25,combined,common_rate_scale,1.9966940215483668,1.0,0.25,1.0.0
F2,0.008254041852680182,clock characteristic time,response_to_clock_rate_0.25,combined,common_rate_scale,1.9965648352620244,1.0,0.25,1.0.0
F2,0.008576958985908946,clock characteristic time,response_to_clock_rate_0.25,combined,common_rate_scale,1.9964306070218032,1.0,0.25,1.0.0
F2,0.008912509381337459,clock characteristic time,response_to_clock_rate_0.25,combined,common_rate_scale,1.9962911404867034,1.0,0.25,1.0.0
F2,0.009261187281287938,clock characteristic time,response_to_clock_rate_0.25,combined,common_rate_scale,1.9961462317707075,1.0,0.25,1.0.0
F2,0.009623506263980888,clock characteristic time,response_to_clock_rate_0.25,combined,common_rate_scale,1.9959956690939233,1.0,0.25,1.0.0
F2,0.01,clock characteristic time,response_to_clock_rate_0.25,combined,common_rate_scale,1.99583923237821,1.0,0.25,1.0.0
F2,0.01039122303835169,clock characteristic time,response_to_clock_rate_0.25,combined,common_rate_scale,1.9956766932008745,1.0,0.25,1.0.0
F2,0.010797751623277093,clock characteristic time,response_to_clock_rate_0.25,combined,common_rate_scale,1.9955078142322158,1.0,0.25,1.0.0
F2,0.011220184543019636,clock characteristic time,response_to_clock_rate_0.25,combined,common_rate_scale,1.9953323489271788,1.0,0.25,1.0.0
F2,0.011659144011798317,clock characteristic time,response_to_clock_rate_0.25,combined,common_rate_scale,1.9951500413437866,1.0,0.25,1.0.0
F2,0.012115276586285882,clock characteristic time,response_to_clock_rate_0.25,combined,common_rate_scale,1.9949606254953296,1.0,0.25,1.0.0
F2,0.012589254117941675,clock characteristic time,response_to_clock_rate_0.25,combined,common_rate_scale,1.9947638252015194,1.0,0.25,1.0.0
F2,0.013081774742601943,clock characteristic time,response_to_clock_rate_0.25,combined,common_rate_scale,1.9945593536838677,1.0,0.25,1.0.0
F2,0.013593563908785255,clock characteristic time,response_to_clock_rate_0.25,combined,common_rate_scale,1.9943469129996068,1.0,0.25,1.0.0
F2,0.01412537544622754,clock characteristic time,response_to_clock_rate_0.25,combined,common_rate_scale,1.9941261938723334,1.0,0.25,1.0.0
F2,0.014677992676220698,clock characteristic time,response_to_clock_rate_0.25,combined,common_rate_scale,1.9938968749539214,1.0,0.25,1.0.0
F2,0.01525222956539019,clock characteristic time,response_to_clock_rate_0.25,combined,common_rate_scale,1.9936586226373643,1.0,0.25,1.0.0
F2,0.015848931924611134,clock characteristic time,response_to_clock_rate_0.25,combined,common_rate_scale,1.9934110904639053,1.0,0.25,1.0.0
F2,0.01646897865482868,clock characteristic time,response_to_clock_rate_0.25,combined,common_rate_scale,1.9931539186625655,1.0,0.25,1.0.0
F2,0.01711328304161781,clock characteristic time,response_to_clock_rate_0.25,combined,common_rate_scale,1.9928867336545646,1.0,0.25,1.0.0
F2,0.01778279410038923,clock characteristic time,response_to_clock_rate_0.25,combined,common_rate_scale,1.992609147493908,1.0,0.25,1.0.0
F2,0.018478497974222907,clock characteristic time,response_to_clock_rate_0.25,combined,common_rate_scale,1.9923207573997104,1.0,0.25,1.0.0
F2,0.01920141938638801,clock characteristic time,response_to_clock_rate_0.25,combined,common_rate_scale,1.992021145143894,1.0,0.25,1.0.0
F2,0.0199526231496888,clock characteristic time,response_to_clock_rate_0.25,combined,common_rate_scale,1.9917098764674752,1.0,0.25,1.0.0
F2,0.02073321573485955,clock characteristic time,response_to_clock_rate_0.25,combined,common_rate_scale,1.991386500582741,1.0,0.25,1.0.0
F2,0.021544346900318832,clock characteristic time,response_to_clock_rate_0.25,combined,common_rate_scale,1.9910505493765691,1.0,0.25,1.0.0
F2,0.0223872113856834,clock characteristic time,response_to_clock_rate_0.25,combined,common_rate_scale,1.9907015369453642,1.0,0.25,1.0.0
F2,0.02326305067153626,clock characteristic time,response_to_clock_rate_0.25,combined,common_rate_scale,1.990338958804906,1.0,0.25,1.0.0
F2,0.024173154808041036,clock characteristic time,response_to_clock_rate_0.25,combined,common_rate_scale,1.9899622912992803,1.0,0.25,1.0.0
F2,0.025118864315095794,clock characteristic time,response_to_clock_rate_0.25,combined,common_rate_scale,1.989570990810276,1.0,0.25,1.0.0
F2,0.026101572156825372,clock characteristic time,response_to_clock_rate_0.25,combined,common_rate_scale,1.9891644930571966,1.0,0.25,1.0.0
F2,0.02712272579332028,clock characteristic time,response_to_clock_rate_0.25,combined,common_rate_scale,1.9887422123629859,1.0,0.25,1.0.0
F2,0.028183829312644536,clock characteristic time,response_to_clock_rate_0.25,combined,common_rate_scale,1.9883035408122782,1.0,0.25,1.0.0
F2,0.02928644564625236,clock characteristic time,response_to_clock_rate_0.25,combined,common_rate_scale,1.9878478474859178,1.0,0.25,1.0.0
F2,0.03043219887107722,clock characteristic time,response_to_clock_rate_0.25,combined,common_rate_scale,1.987374477589593,1.0,0.25,1.0.0
F2,0.03162277660168379,clock characteristic time,response_to_clock_rate_0.25,combined,common_rate_scale,1.9868827516014351,1.0,0.25,1.0.0
F2,0.03285993247600654,clock characteristic time,response_to_clock_rate_0.25,combined,common_rate_scale,1.9863719643717492,1.0,0.25,1.0.0
F2,0.034145488738336005,clock characteristic time,response_to_clock_rate_0.25,combined,common_rate_scale,1.9858413841963811,1.0,0.25,1.0.0
F2,0.03548133892335755,clock characteristic time,response_to_clock_rate_0.25,combined,common_rate_scale,1.985290251840412,1.0,0.25,1.0.0
F2,0.03686945064519575,clock characteristic time,response_to_clock_rate_0.25,combined,common_rate_scale,1.9847177795902131,1.0,0.25,1.0.0
F2,0.03831186849557287,clock characteristic time,response_to_clock_rate_0.25,combined,common_rate_scale,1.984123150200443,1.0,0.25,1.0.0
F2,0.039810717055349734,clock characteristic time,response_to_clock_rate_0.25,combined,common_rate_scale,1.9835055158417214,1.0,0.25,1.0.0
F2,0.04136820402388507,clock characteristic time,response_to_clock_rate_0.25,combined,common_rate_scale,1.9828639970326711,1.0,0.25,1.0.0
F2,0.042986623470822764,clock characteristic time,response_to_clock_rate_0.25,combined,common_rate_scale,1.98219768151667,1.0,0.25,1.0.0
F2,0.0446683592150963,clock characteristic time,response_to_clock_rate_0.25,combined,common_rate_scale,1.9815056230900665,1.0,0.25,1.0.0
F2,0.046415888336127795,clock characteristic time,response_to_clock_rate_0.25,combined,common_rate_scale,1.980786840439276,1.0,0.25,1.0.0
F2,0.04823178482239307,clock characteristic time,response_to_clock_rate_0.25,combined,common_rate_scale,1.9800403158954416,1.0,0.25,1.0.0
F2,0.05011872336272722,clock characteristic time,response_to_clock_rate_0.25,combined,common_rate_scale,1.9792649941862788,1.0,0.25,1.0.0
F2,0.052079483285954624,clock characteristic time,response_to_clock_rate_0.25,combined,common_rate_scale,1.9784597811337636,1.0,0.25,1.0.0
F2,0.054116952654646375,clock characteristic time,response_to_clock_rate_0.25,combined,common_rate_scale,1.977623542314879,1.0,0.25,1.0.0
F2,0.056234132519034905,clock characteristic time,response_to_clock_rate_0.25,combined,common_rate_scale,1.9767551017043063,1.0,0.25,1.0.0
F2,0.05843414133735175,clock characteristic time,response_to_clock_rate_0.25,combined,common_rate_scale,1.9758532402472535,1.0,0.25,1.0.0
F2,0.060720219569098836,clock characteristic time,response_to_clock_rate_0.25,combined,common_rate_scale,1.9749166944246523,1.0,0.25,1.0.0
F2,0.06309573444801933,clock characteristic time,response_to_clock_rate_0.25,combined,common_rate_scale,1.9739441547609506,1.0,0.25,1.0.0
F2,0.06556418494179789,clock characteristic time,response_to_clock_rate_0.25,combined,common_rate_scale,1.9729342643012,1.0,0.25,1.0.0
F2,0.06812920690579612,clock characteristic time,response_to_clock_rate_0.25,combined,common_rate_scale,1.971885617047723,1.0,0.25,1.0.0
F2,0.07079457843841377,clock characteristic time,response_to_clock_rate_0.25,combined,common_rate_scale,1.9707967563612339,1.0,0.25,1.0.0
F2,0.07356422544596414,clock characteristic time,response_to_clock_rate_0.25,combined,common_rate_scale,1.9696661733172982,1.0,0.25,1.0.0
F2,0.07644222742526002,clock characteristic time,response_to_clock_rate_0.25,combined,common_rate_scale,1.968492305035471,1.0,0.25,1.0.0
F2,0.07943282347242814,clock characteristic time,response_to_clock_rate_0.25,combined,common_rate_scale,1.9672735329637527,1.0,0.25,1.0.0
F2,0.08254041852680186,clock characteristic time,response_to_clock_rate_0.25,combined,common_rate_scale,1.9660081811273624,1.0,0.25,1.0.0
F2,0.08576958985908942,clock characteristic time,response_to_clock_rate_0.25,combined,common_rate_scale,1.9646945143476735,1.0,0.25,1.0.0
F2,0.08912509381337455,clock characteristic time,response_to_clock_rate_0.25,combined,common_rate_scale,1.9633307364222776,1.0,0.25,1.0.0
F2,0.09261187281287933,clock characteristic time,response_to_clock_rate_0.25,combined,common_rate_scale,1.961914988272708,1.0,0.25,1.0.0
F2,0.09623506263980887,clock characteristic time,response_to_clock_rate_0.25,combined,common_rate_scale,1.960445346062992,1.0,0.25,1.0.0
F2,0.1,clock characteristic time,response_to_clock_rate_0.25,combined,common_rate_scale,1.9589198192875958,1.0,0.25,1.0.0
F2,0.10391223038351691,clock characteristic time,response_to_clock_rate_0.25,combined,common_rate_scale,1.957336348832616,1.0,0.25,1.0.0
F2,0.10797751623277094,clock characteristic time,response_to_clock_rate_0.25,combined,common_rate_scale,1.955692805016196,1.0,0.25,1.0.0
F2,0.1122018454301963,clock characteristic time,response_to_clock_rate_0.25,combined,common_rate_scale,1.9539869855996752,1.0,0.25,1.0.0
F2,0.11659144011798311,clock characteristic time,response_to_clock_rate_0.25,combined,common_rate_scale,1.952216613788432,1.0,0.25,1.0.0
F2,0.12115276586285889,clock characteristic time,response_to_clock_rate_0.25,combined,common_rate_scale,1.9503793362139623,1.0,0.25,1.0.0
F2,0.12589254117941676,clock characteristic time,response_to_clock_rate_0.25,combined,common_rate_scale,1.948472720906552,1.0,0.25,1.0.0
F2,0.13081774742601943,clock characteristic time,response_to_clock_rate_0.25,combined,common_rate_scale,1.9464942552639164,1.0,0.25,1.0.0
F2,0.13593563908785256,clock characteristic time,response_to_clock_rate_0.25,combined,common_rate_scale,1.9444413440165262,1.0,0.25,1.0.0
F2,0.1412537544622754,clock characteristic time,response_to_clock_rate_0.25,combined,common_rate_scale,1.942311307201893,1.0,0.25,1.0.0
F2,0.1467799267622069,clock characteristic time,response_to_clock_rate_0.25,combined,common_rate_scale,1.9401013781481957,1.0,0.25,1.0.0
F2,0.15252229565390182,clock characteristic time,response_to_clock_rate_0.25,combined,common_rate_scale,1.937808701477663,1.0,0.25,1.0.0
F2,0.1584893192461114,clock characteristic time,response_to_clock_rate_0.25,combined,common_rate_scale,1.9354303311366572,1.0,0.25,1.0.0
F2,0.1646897865482869,clock characteristic time,response_to_clock_rate_0.25,combined,common_rate_scale,1.9329632284627567,1.0,0.25,1.0.0
F2,0.1711328304161781,clock characteristic time,response_to_clock_rate_0.25,combined,common_rate_scale,1.930404260294232,1.0,0.25,1.0.0
F2,0.1778279410038923,clock characteristic time,response_to_clock_rate_0.25,combined,common_rate_scale,1.92775019713741,1.0,0.25,1.0.0
F2,0.18478497974222907,clock characteristic time,response_to_clock_rate_0.25,combined,common_rate_scale,1.9249977113982117,1.0,0.25,1.0.0
F2,0.1920141938638801,clock characteristic time,response_to_clock_rate_0.25,combined,common_rate_scale,1.9221433756956032,1.0,0.25,1.0.0
F2,0.19952623149688786,clock characteristic time,response_to_clock_rate_0.25,combined,common_rate_scale,1.9191836612648845,1.0,0.25,1.0.0
F2,0.2073321573485954,clock characteristic time,response_to_clock_rate_0.25,combined,common_rate_scale,1.9161149364702585,1.0,0.25,1.0.0
F2,0.21544346900318845,clock characteristic time,response_to_clock_rate_0.25,combined,common_rate_scale,1.9129334654396017,1.0,0.25,1.0.0
F2,0.223872113856834,clock characteristic time,response_to_clock_rate_0.25,combined,common_rate_scale,1.9096354068388393,1.0,0.25,1.0.0
F2,0.23263050671536262,clock characteristic time,response_to_clock_rate_0.25,combined,common_rate_scale,1.9062168128072716,1.0,0.25,1.0.0
F2,0.24173154808041036,clock characteristic time,response_to_clock_rate_0.25,combined,common_rate_scale,1.9026736280700254,1.0,0.25,1.0.0
F2,0.25118864315095796,clock characteristic time,response_to_clock_rate_0.25,combined,common_rate_scale,1.8990016892526531,1.0,0.25,1.0.0
F2,0.2610157215682536,clock characteristic time,response_to_clock_rate_0.25,combined,common_rate_scale,1.8951967244196384,1.0,0.25,1.0.0
F2,0.2712272579332027,clock characteristic time,response_to_clock_rate_0.25,combined,common_rate_scale,1.891254352861598,1.0,0.25,1.0.0
F2,0.2818382931264455,clock characteristic time,response_to_clock_rate_0.25,combined,common_rate_scale,1.8871700851591737,1.0,0.25,1.0.0
F2,0.29286445646252374,clock characteristic time,response_to_clock_rate_0.25,combined,common_rate_scale,1.882939323552569,1.0,0.25,1.0.0
F2,0.3043219887107722,clock characteristic time,response_to_clock_rate_0.25,combined,common_rate_scale,1.8785573626456746,1.0,0.25,1.0.0
F2,0.31622776601683794,clock characteristic time,response_to_clock_rate_0.25,combined,common_rate_scale,1.8740193904797215,1.0,0.25,1.0.0
F2,0.3285993247600654,clock characteristic time,response_to_clock_rate_0.25,combined,common_rate_scale,1.8693204900109486,1.0,0.25,1.0.0
F2,0.34145488738336005,clock characteristic time,response_to_clock_rate_0.25,combined,common_rate_scale,1.8644556410281345,1.0,0.25,1.0.0
F2,0.3548133892335753,clock characteristic time,response_to_clock_rate_0.25,combined,common_rate_scale,1.859419722551333,1.0,0.25,1.0.0
F2,0.36869450645195734,clock characteristic time,response_to_clock_rate_0.25,combined,common_rate_scale,1.8542075157522122,1.0,0.25,1.0.0
F2,0.38311868495572887,clock characteristic time,response_to_clock_rate_0.25,combined,common_rate_scale,1.8488137074405326,1.0,0.25,1.0.0
F2,0.3981071705534973,clock characteristic time,response_to_clock_rate_0.25,combined,common_rate_scale,1.8432328941626541,1.0,0.25,1.0.0
