result_label,production_design,paths,operational_steps,minimum_events_per_path_book,mean_events_per_path_book,maximum_events_per_path_book,representative_master_path_index,displayed_book_index,row_1,row_2,return_estimand,micro_price_constructed,primary_order_flow,order_sign_persistence_status,empirical_row_claimed,model_parameter_refit,maximum_market_order_mass_error,minimum_execution_side_product,software_version
figure_13_current_model_stylised_facts_verified,extended_both,16,5600,233,257.8125,285,2,0,uniform_operational,previous_refresh_calendar,five_second_log_mid_increment,False,five_second_declared_aggressor_signed_market_order_count,declared_finite_markov_input_not_endogenous_result,False,False,2.710505431213761e-20,0.002816247861273366,2.1.0
