figure_id,aggregation_scale,aggregation_unit,mechanism,varied_parameter,perturbation_factor,clock_rate,response_rate,coupling_strength,source_amplitude,source_width,front_slope_abs,normalized_correlation,software_version
F4,0.001467799267622069,clock characteristic time,coupling,coupling_strength,0.5,1.0,0.49999999999999994,0.5641895835477563,1.0,1.0,1.0,0.00036686006526121147,1.0.0
F4,0.0015252229565390183,clock characteristic time,coupling,coupling_strength,0.5,1.0,0.49999999999999994,0.5641895835477563,1.0,1.0,1.0,0.00038120882823400223,1.0.0
F4,0.001584893192461114,clock characteristic time,coupling,coupling_strength,0.5,1.0,0.49999999999999994,0.5641895835477563,1.0,1.0,1.0,0.0003961186569120949,1.0.0
F4,0.0016468978654828688,clock characteristic time,coupling,coupling_strength,0.5,1.0,0.49999999999999994,0.5641895835477563,1.0,1.0,1.0,0.00041161147827418446,1.0.0
F4,0.001711328304161781,clock characteristic time,coupling,coupling_strength,0.5,1.0,0.49999999999999994,0.5641895835477563,1.0,1.0,1.0,0.00042771007528262105,1.0.0
F4,0.0017782794100389228,clock characteristic time,coupling,coupling_strength,0.5,1.0,0.49999999999999994,0.5641895835477563,1.0,1.0,1.0,0.00044443812022396004,1.0.0
F4,0.0018478497974222907,clock characteristic time,coupling,coupling_strength,0.5,1.0,0.49999999999999994,0.5641895835477563,1.0,1.0,1.0,0.0004618202093421197,1.0.0
F4,0.001920141938638801,clock characteristic time,coupling,coupling_strength,0.5,1.0,0.49999999999999994,0.5641895835477563,1.0,1.0,1.0,0.00047988189881377594,1.0.0
F4,0.001995262314968879,clock characteristic time,coupling,coupling_strength,0.5,1.0,0.49999999999999994,0.5641895835477563,1.0,1.0,1.0,0.000498649742117498,1.0.0
F4,0.002073321573485954,clock characteristic time,coupling,coupling_strength,0.5,1.0,0.49999999999999994,0.5641895835477563,1.0,1.0,1.0,0.000518151328850025,1.0.0
F4,0.0021544346900318843,clock characteristic time,coupling,coupling_strength,0.5,1.0,0.49999999999999994,0.5641895835477563,1.0,1.0,1.0,0.0005384153250452828,1.0.0
F4,0.00223872113856834,clock characteristic time,coupling,coupling_strength,0.5,1.0,0.49999999999999994,0.5641895835477563,1.0,1.0,1.0,0.0005594715150534224,1.0.0
F4,0.0023263050671536263,clock characteristic time,coupling,coupling_strength,0.5,1.0,0.49999999999999994,0.5641895835477563,1.0,1.0,1.0,0.0005813508450394078,1.0.0
