target_id,result_label,accepted_parent,stage_7_checks,verified_checks,qualified_checks,invalid_preconditions,failed_checks,figure_pairs,archive_entries,immutable_entries,next_stage,software_version
S7-CLOSE-01,ready_for_acceptance,v1.7.11,253,244,6,3,0,7,370,226,v1.8.0_event_semantics_and_impact_entry,1.7.12
