measurement_domain,observable,lag_index,lag_seconds,mean_autocorrelation,standard_error_across_paths,normal_95_lower,normal_95_upper,effective_pairs_per_book_member,software_version
previous_refresh_calendar,declared_aggressor_signed_flow,25,125.0,-0.011486216847392677,0.0062092311785921055,-0.023656309957433203,0.0006838762626478496,504,2.1.0
previous_refresh_calendar,declared_aggressor_signed_flow,26,130.0,-0.0033012788598048414,0.0071201979199464575,-0.0172568667828999,0.010654309063290216,503,2.1.0
previous_refresh_calendar,declared_aggressor_signed_flow,27,135.0,-0.002519001123754794,0.006406875252628001,-0.015076476618905677,0.010038474371396088,502,2.1.0
previous_refresh_calendar,declared_aggressor_signed_flow,28,140.0,-0.0017015664417816035,0.010515945644649548,-0.022312819905294715,0.01890968702173151,501,2.1.0
previous_refresh_calendar,declared_aggressor_signed_flow,29,145.0,0.006338750597437825,0.009287687364030323,-0.011865116636061608,0.02454261783093726,500,2.1.0
previous_refresh_calendar,declared_aggressor_signed_flow,30,150.0,-0.013893094998484585,0.008913131808997433,-0.03136283334411955,0.0035766433471503822,499,2.1.0
previous_refresh_calendar,declared_aggressor_signed_flow,31,155.0,-0.005967402103070163,0.009424585362799191,-0.024439589414156578,0.012504785208016251,498,2.1.0
previous_refresh_calendar,declared_aggressor_signed_flow,32,160.0,0.014617277168132388,0.006765214711638879,0.0013574563333201856,0.027877098002944592,497,2.1.0
previous_refresh_calendar,declared_aggressor_signed_flow,33,165.0,-0.002976557597147612,0.009417601441399854,-0.021435056422291328,0.015481941227996102,496,2.1.0
previous_refresh_calendar,declared_aggressor_signed_flow,34,170.0,-0.009732694173808282,0.009473013939652226,-0.028299801495526647,0.008834413147910081,495,2.1.0
previous_refresh_calendar,declared_aggressor_signed_flow,35,175.0,0.004400639324473837,0.008503983338745033,-0.012267168019466427,0.021068446668414103,494,2.1.0
previous_refresh_calendar,declared_aggressor_signed_flow,36,180.0,0.008486617070495403,0.008144139163952133,-0.007475895690850776,0.02444912983184158,493,2.1.0
previous_refresh_calendar,declared_aggressor_signed_flow,37,185.0,0.006091318100486924,0.009519275269254791,-0.012566461427252465,0.024749097628226316,492,2.1.0
previous_refresh_calendar,declared_aggressor_signed_flow,38,190.0,0.0007837307836781081,0.009471977399089584,-0.017781344918537476,0.019348806485893693,491,2.1.0
previous_refresh_calendar,declared_aggressor_signed_flow,39,195.0,0.006865400833001495,0.005474402678268994,-0.0038644284164057324,0.017595230082408722,490,2.1.0
previous_refresh_calendar,declared_aggressor_signed_flow,40,200.0,-0.008132627393651792,0.006328807777974496,-0.020537090638481803,0.00427183585117822,489,2.1.0
