target_id,result_label,paths,schedules,meta_order_scenarios,child_events,fast_final_operational_own_impact,slow_final_operational_own_impact,minimum_final_operational_cross_impact,fast_slow_final_own_absolute_difference,minimum_post_completion_own_relaxation_fraction,minimum_peak_post_completion_cross_catchup_fraction,long_lag_own_cross_ratios,buy_sell_domain_scaled_difference,buy_sell_cellwise_relative_diagnostic,verified_checks,failed_checks,next_stage,software_version
S8-META-01,meta_order_impact_established,8,2,64,256,0.34145340355460274,0.19959909912002255,0.03054524680357882,0.1418543044345802,0.7482390043623832,0.28746327385379444,"[0.8842100906145682, 0.8985013868951629]",0.0516695052910077,0.08842947113410858,50,0,v1.8.3_mid_price_and_trade_sign_dependence,1.8.2
