result_label,verified_checks,failed_checks,event_quantity,execution_log_price,initial_own_price_response,late_own_price_displacement,maximum_ledger_error,maximum_cancellation_contribution,post_event_simple_boundary_registered,post_event_boundary_marker,positive_cancellation_sensitivity_run
figure_12_order_book_shock_recovery_verified,37,0,0.05,0.2563223369986921,0.09972310899045939,0.015964446256698787,2.220446049250313e-16,0.0,False,last_registered_pre_event_boundary,False
