meta_order_id,schedule_id,path_index,event_book,side,child_index,operational_step,operational_time_seconds,quantity,cumulative_quantity,filled_quantity,pre_event_mid_log_price,execution_log_price_proxy,affected_grid_indices,applied_density_mass,software_version
v182-slow-p04-b1-s-1,slow,4,0,-1,2,381,190.5,0.05,0.15000000000000002,0.05,-0.07872565884333124,-0.3327639299107711,"[99, 98, 97, 96, 95]",0.05000000000000001,1.8.2
v182-slow-p04-b1-s-1,slow,4,0,-1,3,421,210.5,0.05,0.2,0.05,-0.095569653137148,-0.3567956152934514,"[99, 98, 97, 96, 95]",0.05,1.8.2
v182-slow-p04-b1-s+1,slow,4,0,1,0,301,150.5,0.05,0.05,0.05,0.004268437475811073,0.25998718033081913,"[101, 102, 103, 104]",0.05,1.8.2
v182-slow-p04-b1-s+1,slow,4,0,1,1,341,170.5,0.05,0.1,0.05,0.03998191208934589,0.2944960435874282,"[101, 102, 103, 104]",0.05,1.8.2
v182-slow-p04-b1-s+1,slow,4,0,1,2,381,190.5,0.05,0.15000000000000002,0.05,0.05672730278264762,0.30980254294899207,"[101, 102, 103, 104]",0.05000000000000001,1.8.2
v182-slow-p04-b1-s+1,slow,4,0,1,3,421,210.5,0.05,0.2,0.05,0.0784313838545582,0.33343368561863,"[101, 102, 103, 104, 105]",0.05,1.8.2
v182-slow-p04-b2-s-1,slow,4,1,-1,0,301,150.5,0.05,0.05,0.05,0.010037942177333146,-0.24191125250067988,"[100, 99, 98, 97, 96]",0.05,1.8.2
v182-slow-p04-b2-s-1,slow,4,1,-1,1,341,170.5,0.05,0.1,0.05,-0.023925024667567046,-0.2807901472809485,"[99, 98, 97, 96]",0.05,1.8.2
v182-slow-p04-b2-s-1,slow,4,1,-1,2,381,190.5,0.05,0.15000000000000002,0.05,-0.05180563656583744,-0.3057414766798803,"[99, 98, 97, 96]",0.05,1.8.2
v182-slow-p04-b2-s-1,slow,4,1,-1,3,421,210.5,0.05,0.2,0.05,-0.0814375677577042,-0.3375891245798278,"[99, 98, 97, 96, 95]",0.05,1.8.2
v182-slow-p04-b2-s+1,slow,4,1,1,0,301,150.5,0.05,0.05,0.05,0.010037942177333146,0.2649489381192179,"[101, 102, 103, 104]",0.05,1.8.2
v182-slow-p04-b2-s+1,slow,4,1,1,1,341,170.5,0.05,0.1,0.05,0.060293794106372416,0.31154012787931484,"[101, 102, 103, 104]",0.05,1.8.2
v182-slow-p04-b2-s+1,slow,4,1,1,2,381,190.5,0.05,0.15000000000000002,0.05,0.08365647157030866,0.33945567433345014,"[101, 102, 103, 104, 105]",0.05000000000000001,1.8.2
v182-slow-p04-b2-s+1,slow,4,1,1,3,421,210.5,0.05,0.2,0.05,0.09241814692020621,0.35255256097046395,"[101, 102, 103, 104, 105]",0.05,1.8.2
v182-fast-p05-b1-s-1,fast,5,0,-1,0,301,150.5,0.05,0.05,0.05,0.0016000668573375313,-0.254021195083865,"[100, 99, 98, 97, 96]",0.05,1.8.2
v182-fast-p05-b1-s-1,fast,5,0,-1,1,311,155.5,0.05,0.1,0.05,-0.07857450959879554,-0.34529458804728774,"[99, 98, 97, 96, 95]",0.05000000000000001,1.8.2
v182-fast-p05-b1-s-1,fast,5,0,-1,2,321,160.5,0.05,0.15000000000000002,0.05,-0.14834329273941407,-0.4186152078234759,"[98, 97, 96, 95]",0.05,1.8.2
v182-fast-p05-b1-s-1,fast,5,0,-1,3,331,165.5,0.05,0.2,0.05,-0.2031045396440128,-0.4836589089331053,"[97, 96, 95, 94]",0.05,1.8.2
v182-fast-p05-b1-s+1,fast,5,0,1,0,301,150.5,0.05,0.05,0.05,0.0016000668573375313,0.2576930664802832,"[101, 102, 103, 104]",0.05000000000000001,1.8.2
v182-fast-p05-b1-s+1,fast,5,0,1,1,311,155.5,0.05,0.1,0.05,0.09128079583990208,0.3616303246138595,"[101, 102, 103, 104, 105]",0.05000000000000001,1.8.2
v182-fast-p05-b1-s+1,fast,5,0,1,2,321,160.5,0.05,0.15000000000000002,0.05,0.14616818859099892,0.41743010924910123,"[102, 103, 104, 105]",0.05,1.8.2
v182-fast-p05-b1-s+1,fast,5,0,1,3,331,165.5,0.05,0.2,0.05,0.1993226537497929,0.4802764245150907,"[102, 103, 104, 105, 106]",0.05,1.8.2
v182-fast-p05-b2-s-1,fast,5,1,-1,0,301,150.5,0.05,0.05,0.05,-0.0019455735266767776,-0.25798902891306996,"[99, 98, 97, 96]",0.05,1.8.2
v182-fast-p05-b2-s-1,fast,5,1,-1,1,311,155.5,0.05,0.1,0.05,-0.08554834421505841,-0.3543010093124833,"[99, 98, 97, 96, 95]",0.05000000000000001,1.8.2
v182-fast-p05-b2-s-1,fast,5,1,-1,2,321,160.5,0.05,0.15000000000000002,0.05,-0.15217258004129147,-0.4217319562616841,"[98, 97, 96, 95]",0.05,1.8.2
v182-fast-p05-b2-s-1,fast,5,1,-1,3,331,165.5,0.05,0.2,0.05,-0.2051960110190713,-0.4855967059495418,"[97, 96, 95, 94]",0.05,1.8.2
v182-fast-p05-b2-s+1,fast,5,1,1,0,301,150.5,0.05,0.05,0.05,-0.0019455735266767776,0.25352421666479763,"[100, 101, 102, 103, 104]",0.05000000000000001,1.8.2
v182-fast-p05-b2-s+1,fast,5,1,1,1,311,155.5,0.05,0.1,0.05,0.08431773881421822,0.3526660709689512,"[101, 102, 103, 104, 105]",0.05,1.8.2
v182-fast-p05-b2-s+1,fast,5,1,1,2,321,160.5,0.05,0.15000000000000002,0.05,0.14229458306466847,0.41415034111532506,"[102, 103, 104, 105]",0.05,1.8.2
v182-fast-p05-b2-s+1,fast,5,1,1,3,331,165.5,0.05,0.2,0.05,0.19676465950045569,0.4774213397282674,"[102, 103, 104, 105, 106]",0.05,1.8.2
v182-slow-p05-b1-s-1,slow,5,0,-1,0,301,150.5,0.05,0.05,0.05,0.0016000668573375313,-0.254021195083865,"[100, 99, 98, 97, 96]",0.05,1.8.2
v182-slow-p05-b1-s-1,slow,5,0,-1,1,341,170.5,0.05,0.1,0.05,-0.04310855837700429,-0.2971375200153015,"[99, 98, 97, 96]",0.05,1.8.2
v182-slow-p05-b1-s-1,slow,5,0,-1,2,381,190.5,0.05,0.15000000000000002,0.05,-0.07407474011566342,-0.32636955398655354,"[99, 98, 97, 96, 95]",0.05,1.8.2
v182-slow-p05-b1-s-1,slow,5,0,-1,3,421,210.5,0.05,0.2,0.05,-0.0935901742775104,-0.35406360672993864,"[99, 98, 97, 96, 95]",0.05,1.8.2
v182-slow-p05-b1-s+1,slow,5,0,1,0,301,150.5,0.05,0.05,0.05,0.0016000668573375313,0.2576930664802832,"[101, 102, 103, 104]",0.05000000000000001,1.8.2
v182-slow-p05-b1-s+1,slow,5,0,1,1,341,170.5,0.05,0.1,0.05,0.041048476322555504,0.29540972634647766,"[101, 102, 103, 104]",0.05000000000000001,1.8.2
v182-slow-p05-b1-s+1,slow,5,0,1,2,381,190.5,0.05,0.15000000000000002,0.05,0.06139320814080138,0.3136662830858347,"[101, 102, 103, 104]",0.05000000000000001,1.8.2
v182-slow-p05-b1-s+1,slow,5,0,1,3,421,210.5,0.05,0.2,0.05,0.08050557238314555,0.33624417699683895,"[101, 102, 103, 104, 105]",0.05,1.8.2
v182-slow-p05-b2-s-1,slow,5,1,-1,0,301,150.5,0.05,0.05,0.05,-0.0019455735266767776,-0.25798902891306996,"[99, 98, 97, 96]",0.05,1.8.2
v182-slow-p05-b2-s-1,slow,5,1,-1,1,341,170.5,0.05,0.1,0.05,-0.046124148481176824,-0.29968378926417966,"[99, 98, 97, 96]",0.05,1.8.2
v182-slow-p05-b2-s-1,slow,5,1,-1,2,381,190.5,0.05,0.15000000000000002,0.05,-0.07723669172082483,-0.33072131464793125,"[99, 98, 97, 96, 95]",0.05000000000000001,1.8.2
v182-slow-p05-b2-s-1,slow,5,1,-1,3,421,210.5,0.05,0.2,0.05,-0.09061769422797947,-0.35006317638882845,"[99, 98, 97, 96, 95]",0.05000000000000001,1.8.2
v182-slow-p05-b2-s+1,slow,5,1,1,0,301,150.5,0.05,0.05,0.05,-0.0019455735266767776,0.25352421666479763,"[100, 101, 102, 103, 104]",0.05000000000000001,1.8.2
v182-slow-p05-b2-s+1,slow,5,1,1,1,341,170.5,0.05,0.1,0.05,0.03801780985583148,0.29283691273461965,"[101, 102, 103, 104]",0.05,1.8.2
v182-slow-p05-b2-s+1,slow,5,1,1,2,381,190.5,0.05,0.15000000000000002,0.05,0.05824376031495203,0.3110646708649832,"[101, 102, 103, 104]",0.05,1.8.2
v182-slow-p05-b2-s+1,slow,5,1,1,3,421,210.5,0.05,0.2,0.05,0.08340521826178254,0.3402304285401932,"[101, 102, 103, 104, 105]",0.05000000000000001,1.8.2
v182-fast-p06-b1-s-1,fast,6,0,-1,0,301,150.5,0.05,0.05,0.05,-0.0042684374757623045,-0.25998718033077534,"[99, 98, 97, 96]",0.05,1.8.2
v182-fast-p06-b1-s-1,fast,6,0,-1,1,311,155.5,0.05,0.1,0.05,-0.08932123590095847,-0.3589808638063331,"[99, 98, 97, 96, 95]",0.05000000000000001,1.8.2
v182-fast-p06-b1-s-1,fast,6,0,-1,2,321,160.5,0.05,0.15000000000000002,0.05,-0.15052250040951354,-0.4206010271242495,"[98, 97, 96, 95]",0.05,1.8.2
v182-fast-p06-b1-s-1,fast,6,0,-1,3,331,165.5,0.05,0.2,0.05,-0.1996296246378854,-0.48026457555943913,"[98, 97, 96, 95, 94]",0.05,1.8.2
v182-fast-p06-b1-s+1,fast,6,0,1,0,301,150.5,0.05,0.05,0.05,-0.0042684374757623045,0.250191545965394,"[100, 101, 102, 103, 104]",0.05,1.8.2
v182-fast-p06-b1-s+1,fast,6,0,1,1,311,155.5,0.05,0.1,0.05,0.08076324169311982,0.3478679056196654,"[101, 102, 103, 104, 105]",0.05,1.8.2
v182-fast-p06-b1-s+1,fast,6,0,1,2,321,160.5,0.05,0.15000000000000002,0.05,0.1439511078883216,0.4152402447818874,"[102, 103, 104, 105]",0.05,1.8.2
v182-fast-p06-b1-s+1,fast,6,0,1,3,331,165.5,0.05,0.2,0.05,0.20278107047251803,0.48358805917164005,"[103, 104, 105, 106]",0.05,1.8.2
v182-fast-p06-b2-s-1,fast,6,1,-1,0,301,150.5,0.05,0.05,0.05,-0.010037942177284223,-0.26494893811917397,"[99, 98, 97, 96]",0.05,1.8.2
v182-fast-p06-b2-s-1,fast,6,1,-1,1,311,155.5,0.05,0.1,0.05,-0.09803678004251844,-0.36971825314310314,"[99, 98, 97, 96, 95]",0.05,1.8.2
v182-fast-p06-b2-s-1,fast,6,1,-1,2,321,160.5,0.05,0.15000000000000002,0.05,-0.1641455661815044,-0.4357611866797723,"[98, 97, 96, 95, 94]",0.05,1.8.2
v182-fast-p06-b2-s-1,fast,6,1,-1,3,331,165.5,0.05,0.2,0.05,-0.220620938228783,-0.49989034113513753,"[97, 96, 95, 94]",0.05,1.8.2
v182-fast-p06-b2-s+1,fast,6,1,1,0,301,150.5,0.05,0.05,0.05,-0.010037942177284223,0.24191125250075196,"[100, 101, 102, 103, 104]",0.05,1.8.2
v182-fast-p06-b2-s+1,fast,6,1,1,1,311,155.5,0.05,0.1,0.05,0.072736358135868,0.3368375992909345,"[101, 102, 103, 104, 105]",0.05,1.8.2
v182-fast-p06-b2-s+1,fast,6,1,1,2,321,160.5,0.05,0.15000000000000002,0.05,0.13110675157742174,0.4045193284629925,"[102, 103, 104, 105]",0.05,1.8.2
v182-fast-p06-b2-s+1,fast,6,1,1,3,331,165.5,0.05,0.2,0.05,0.17708568025869173,0.45446406927140653,"[102, 103, 104, 105, 106]",0.05,1.8.2
v182-slow-p06-b1-s-1,slow,6,0,-1,0,301,150.5,0.05,0.05,0.05,-0.0042684374757623045,-0.25998718033077534,"[99, 98, 97, 96]",0.05,1.8.2
v182-slow-p06-b1-s-1,slow,6,0,-1,1,341,170.5,0.05,0.1,0.05,-0.03998191208929673,-0.2944960435873851,"[99, 98, 97, 96]",0.05000000000000001,1.8.2
v182-slow-p06-b1-s-1,slow,6,0,-1,2,381,190.5,0.05,0.15000000000000002,0.05,-0.056727302782597286,-0.3098025429489486,"[99, 98, 97, 96]",0.05,1.8.2
v182-slow-p06-b1-s-1,slow,6,0,-1,3,421,210.5,0.05,0.2,0.05,-0.07843138385450693,-0.3334336856185585,"[99, 98, 97, 96, 95]",0.05,1.8.2
v182-slow-p06-b1-s+1,slow,6,0,1,0,301,150.5,0.05,0.05,0.05,-0.0042684374757623045,0.250191545965394,"[100, 101, 102, 103, 104]",0.05,1.8.2
v182-slow-p06-b1-s+1,slow,6,0,1,1,341,170.5,0.05,0.1,0.05,0.04414197468234053,0.2979789591244467,"[101, 102, 103, 104]",0.05,1.8.2
v182-slow-p06-b1-s+1,slow,6,0,1,2,381,190.5,0.05,0.15000000000000002,0.05,0.07872565884338219,0.33276392991084314,"[101, 102, 103, 104, 105]",0.05,1.8.2
v182-slow-p06-b1-s+1,slow,6,0,1,3,421,210.5,0.05,0.2,0.05,0.09556965313719887,0.35679561529352266,"[101, 102, 103, 104, 105]",0.05,1.8.2
v182-slow-p06-b2-s-1,slow,6,1,-1,0,301,150.5,0.05,0.05,0.05,-0.010037942177284223,-0.26494893811917397,"[99, 98, 97, 96]",0.05,1.8.2
v182-slow-p06-b2-s-1,slow,6,1,-1,1,341,170.5,0.05,0.1,0.05,-0.060293794106322574,-0.3115401278792715,"[99, 98, 97, 96]",0.05,1.8.2
v182-slow-p06-b2-s-1,slow,6,1,-1,2,381,190.5,0.05,0.15000000000000002,0.05,-0.08365647157025771,-0.33945567433337875,"[99, 98, 97, 96, 95]",0.05000000000000001,1.8.2
v182-slow-p06-b2-s-1,slow,6,1,-1,3,421,210.5,0.05,0.2,0.05,-0.09241814692015543,-0.3525525609703929,"[99, 98, 97, 96, 95]",0.05,1.8.2
v182-slow-p06-b2-s+1,slow,6,1,1,0,301,150.5,0.05,0.05,0.05,-0.010037942177284223,0.24191125250075196,"[100, 101, 102, 103, 104]",0.05,1.8.2
v182-slow-p06-b2-s+1,slow,6,1,1,1,341,170.5,0.05,0.1,0.05,0.023925024667616125,0.2807901472809928,"[101, 102, 103, 104]",0.05,1.8.2
v182-slow-p06-b2-s+1,slow,6,1,1,2,381,190.5,0.05,0.15000000000000002,0.05,0.05180563656588831,0.30574147667992446,"[101, 102, 103, 104]",0.05,1.8.2
v182-slow-p06-b2-s+1,slow,6,1,1,3,421,210.5,0.05,0.2,0.05,0.0814375677577562,0.33758912457990053,"[101, 102, 103, 104, 105]",0.05,1.8.2
v182-fast-p07-b1-s-1,fast,7,0,-1,0,301,150.5,0.05,0.05,0.05,-0.0016000668572889176,-0.2576930664802394,"[99, 98, 97, 96]",0.05,1.8.2
v182-fast-p07-b1-s-1,fast,7,0,-1,1,311,155.5,0.05,0.1,0.05,-0.09128079583985435,-0.3616303246138001,"[99, 98, 97, 96, 95]",0.05,1.8.2
v182-fast-p07-b1-s-1,fast,7,0,-1,2,321,160.5,0.05,0.15000000000000002,0.05,-0.14616818859095443,-0.4174301092490665,"[98, 97, 96, 95]",0.05,1.8.2
v182-fast-p07-b1-s-1,fast,7,0,-1,3,331,165.5,0.05,0.2,0.05,-0.19932265374973648,-0.48027642451502967,"[98, 97, 96, 95, 94]",0.05,1.8.2
v182-fast-p07-b1-s+1,fast,7,0,1,0,301,150.5,0.05,0.05,0.05,-0.0016000668572889176,0.25402119508393667,"[100, 101, 102, 103, 104]",0.05000000000000001,1.8.2
v182-fast-p07-b1-s+1,fast,7,0,1,1,311,155.5,0.05,0.1,0.05,0.07857450959884126,0.34529458804735363,"[101, 102, 103, 104, 105]",0.05,1.8.2
v182-fast-p07-b1-s+1,fast,7,0,1,2,321,160.5,0.05,0.15000000000000002,0.05,0.14834329273945981,0.4186152078235132,"[102, 103, 104, 105]",0.05000000000000001,1.8.2
v182-fast-p07-b1-s+1,fast,7,0,1,3,331,165.5,0.05,0.2,0.05,0.20310453964406197,0.48365890893315194,"[103, 104, 105, 106]",0.05,1.8.2
v182-fast-p07-b2-s-1,fast,7,1,-1,0,301,150.5,0.05,0.05,0.05,0.0019455735267252536,-0.25352421666472624,"[100, 99, 98, 97, 96]",0.05,1.8.2
v182-fast-p07-b2-s-1,fast,7,1,-1,1,311,155.5,0.05,0.1,0.05,-0.08431773881417265,-0.3526660709688864,"[99, 98, 97, 96, 95]",0.05,1.8.2
v182-fast-p07-b2-s-1,fast,7,1,-1,2,321,160.5,0.05,0.15000000000000002,0.05,-0.14229458306462295,-0.4141503411152867,"[98, 97, 96, 95]",0.05,1.8.2
v182-fast-p07-b2-s-1,fast,7,1,-1,3,331,165.5,0.05,0.2,0.05,-0.1967646595003965,-0.4774213397282012,"[98, 97, 96, 95, 94]",0.05,1.8.2
v182-fast-p07-b2-s+1,fast,7,1,1,0,301,150.5,0.05,0.05,0.05,0.0019455735267252536,0.2579890289131134,"[101, 102, 103, 104]",0.05,1.8.2
v182-fast-p07-b2-s+1,fast,7,1,1,1,311,155.5,0.05,0.1,0.05,0.08554834421510694,0.3543010093125441,"[101, 102, 103, 104, 105]",0.05,1.8.2
v182-fast-p07-b2-s+1,fast,7,1,1,2,321,160.5,0.05,0.15000000000000002,0.05,0.15217258004133669,0.42173195626171844,"[102, 103, 104, 105]",0.05,1.8.2
v182-fast-p07-b2-s+1,fast,7,1,1,3,331,165.5,0.05,0.2,0.05,0.20519601101911916,0.48559670594958504,"[103, 104, 105, 106]",0.05,1.8.2
v182-slow-p07-b1-s-1,slow,7,0,-1,0,301,150.5,0.05,0.05,0.05,-0.0016000668572889176,-0.2576930664802394,"[99, 98, 97, 96]",0.05,1.8.2
v182-slow-p07-b1-s-1,slow,7,0,-1,1,341,170.5,0.05,0.1,0.05,-0.04104847632250853,-0.2954097263464364,"[99, 98, 97, 96]",0.05,1.8.2
v182-slow-p07-b1-s-1,slow,7,0,-1,2,381,190.5,0.05,0.15000000000000002,0.05,-0.06139320814075241,-0.31366628308579253,"[99, 98, 97, 96]",0.05,1.8.2
v182-slow-p07-b1-s-1,slow,7,0,-1,3,421,210.5,0.05,0.2,0.05,-0.08050557238309503,-0.33624417699676845,"[99, 98, 97, 96, 95]",0.05,1.8.2
v182-slow-p07-b1-s+1,slow,7,0,1,0,301,150.5,0.05,0.05,0.05,-0.0016000668572889176,0.25402119508393667,"[100, 101, 102, 103, 104]",0.05000000000000001,1.8.2
v182-slow-p07-b1-s+1,slow,7,0,1,1,341,170.5,0.05,0.1,0.05,0.04310855837705324,0.2971375200153451,"[101, 102, 103, 104]",0.05,1.8.2
v182-slow-p07-b1-s+1,slow,7,0,1,2,381,190.5,0.05,0.15000000000000002,0.05,0.07407474011571405,0.3263695539866255,"[101, 102, 103, 104, 105]",0.05000000000000001,1.8.2
v182-slow-p07-b1-s+1,slow,7,0,1,3,421,210.5,0.05,0.2,0.05,0.09359017427756097,0.3540636067300096,"[101, 102, 103, 104, 105]",0.05,1.8.2
v182-slow-p07-b2-s-1,slow,7,1,-1,0,301,150.5,0.05,0.05,0.05,0.0019455735267252536,-0.25352421666472624,"[100, 99, 98, 97, 96]",0.05,1.8.2
v182-slow-p07-b2-s-1,slow,7,1,-1,1,341,170.5,0.05,0.1,0.05,-0.03801780985578273,-0.292836912734576,"[99, 98, 97, 96]",0.05,1.8.2
v182-slow-p07-b2-s-1,slow,7,1,-1,2,381,190.5,0.05,0.15000000000000002,0.05,-0.05824376031490162,-0.31106467086493955,"[99, 98, 97, 96]",0.05,1.8.2
v182-slow-p07-b2-s-1,slow,7,1,-1,3,421,210.5,0.05,0.2,0.05,-0.083405218261731,-0.34023042854012114,"[99, 98, 97, 96, 95]",0.05,1.8.2
v182-slow-p07-b2-s+1,slow,7,1,1,0,301,150.5,0.05,0.05,0.05,0.0019455735267252536,0.2579890289131134,"[101, 102, 103, 104]",0.05,1.8.2
v182-slow-p07-b2-s+1,slow,7,1,1,1,341,170.5,0.05,0.1,0.05,0.046124148481224425,0.29968378926422135,"[101, 102, 103, 104]",0.05,1.8.2
v182-slow-p07-b2-s+1,slow,7,1,1,2,381,190.5,0.05,0.15000000000000002,0.05,0.07723669172087445,0.33072131464800103,"[101, 102, 103, 104, 105]",0.05,1.8.2
v182-slow-p07-b2-s+1,slow,7,1,1,3,421,210.5,0.05,0.2,0.05,0.09061769422802961,0.3500631763888987,"[101, 102, 103, 104, 105]",0.05,1.8.2
