target_id,result_label,clock_only_rmse,coupling_only_rmse,combined_estimator_aware_rmse,combined_leading_order_product_rmse,combined_estimator_aware_standardized_rmse,combined_estimator_aware_coverage,parameters_refitted,next_stage,software_version
S9-EPPS-01,final_estimator_aware_integration_established,0.032470653625572776,0.016699893765436503,0.039719091508260605,0.06696349022251445,0.45513225399020835,1.0,False,v1.9.1_release_streamlining,1.9.0
